sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:source_concept,ADD_INFO:itemid,ADD_INFO:item,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,ADD_INFO:valueid,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
16055-7,Hemorrhagic,2778,,2778,Hemorragisch,16055,Thoraxdrain2 Aspect,Th.drain2/Aspect,VB-Thoraxdrains,0,7,1.00,APPROVED,EQUAL,Patrick Thoral,1710325742780,4116701,Hemorrhagic,Meas Value,MAPS_TO,,<auto>,1687037941246,
18604-19,Cardiogenic shock,50,,50,Cardiogene shock,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,19,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12111-18,Daughter in law,36,,36,Schoondochter,12111,Contactpersoon 3 Relatie,Relatie (3),Anamnese-Contactpersonen,0,18,0.80,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
17008-14,"CABG alone, redo",37,,37,"CABG alone, redo",17008,APACHEIV Post-operative cardiovascular,APACHEIV Post-operative cardiovascular,APACHE IV Diagnosen,0,14,0.50,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
16055-8,Purulent,296,,296,Purulent,16055,Thoraxdrain2 Aspect,Th.drain2/Aspect,VB-Thoraxdrains,0,8,1.00,APPROVED,EQUAL,Patrick Thoral,1710325743624,4113272,Purulent,Observation,MAPS_TO,,<auto>,1687037941823,
18604-20,Sepsis,151,,151,Sepsis,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,20,0.85,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
17014-21,"Spinal cord sugery, other",24,,24,"Spinal cord sugery, other",17014,APACHEIV Post-operative neurologic,APACHEIV Post-operative neurologic,APACHE IV Diagnosen,0,21,0.46,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12111-19,Friend,73,,73,Vriend,12111,Contactpersoon 3 Relatie,Relatie (3),Anamnese-Contactpersonen,0,19,1.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16056-9,Serous,1126,,1126,Sereus,16056,Thoraxdrain3 Aspect,Th.drain3/Aspect,VB-Thoraxdrains,0,9,1.00,APPROVED,EQUAL,Patrick Thoral,1710325747118,4105064,Serous,Meas Value,MAPS_TO,,<auto>,1687037942311,
16056-10,Chyleus,16,,16,Chyleus,16056,Thoraxdrain3 Aspect,Th.drain3/Aspect,VB-Thoraxdrains,0,10,0.75,APPROVED,EQUAL,Patrick Thoral,1710325744458,4081767,Chyle,Observation,MAPS_TO,,<auto>,1687037942763,
18604-21,Haemorrhagic shock,9,,9,Haemorragische shock,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,21,0.84,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12111-20,Female friend,82,,82,Vriendin,12111,Contactpersoon 3 Relatie,Relatie (3),Anamnese-Contactpersonen,0,20,0.71,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16056-11,Hemorrhagic,229,,229,Hemorragisch,16056,Thoraxdrain3 Aspect,Th.drain3/Aspect,VB-Thoraxdrains,0,11,1.00,APPROVED,EQUAL,Patrick Thoral,1710325745289,4116701,Hemorrhagic,Meas Value,MAPS_TO,,<auto>,1687037943738,
18842-5,Activities related to hygiene (more than two hours per shift),9817,,9817,Activiteiten m.b.t. hygiëne (meer dan twee uur per dienst),18842,IC NAS Procedures  hygiëne,IC NAS Procedures  hygiëne,NAS score,0,5,0.48,APPROVED,UNMATCHED,Patrick Thoral,1709160412258,0,Unmapped,,MAPS_TO,,,0,
17014-22,Stereotactic procedure,21,,21,Stereotactic procedure,17014,APACHEIV Post-operative neurologic,APACHEIV Post-operative neurologic,APACHE IV Diagnosen,0,22,0.78,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12111-21,Grandson,10,,10,Kleinzoon,12111,Contactpersoon 3 Relatie,Relatie (3),Anamnese-Contactpersonen,0,21,1.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16056-12,Purulent,259,,259,Purulent,16056,Thoraxdrain3 Aspect,Th.drain3/Aspect,VB-Thoraxdrains,0,12,1.00,APPROVED,EQUAL,Patrick Thoral,1710325746235,4113272,Purulent,Observation,MAPS_TO,,<auto>,1687037944644,
18604-22,After cardiac arrest,125,,125,Na cardiac arrest,18604,SEC_Apache II Non-Operatief Cardiovasculair,SEC_Apache II Non-Operatief Cardiovasculair,APACHE II Diagnosen,0,22,0.80,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
17008-15,CABG redo with other operation,5,,5,CABG redo with other operation,17008,APACHEIV Post-operative cardiovascular,APACHEIV Post-operative cardiovascular,APACHE IV Diagnosen,0,15,0.45,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12111-22,Granddaughter,28,,28,Kleindochter,12111,Contactpersoon 3 Relatie,Relatie (3),Anamnese-Contactpersonen,0,22,1.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16057-13,Serous,174,,174,Sereus,16057,Thoraxdrain4 Aspect,Th.drain4/Aspect,VB-Thoraxdrains,0,13,1.00,APPROVED,EQUAL,Patrick Thoral,1710325748263,4105064,Serous,Meas Value,MAPS_TO,,<auto>,1687037945440,
12111-23,stepson,5,,5,Stiefzoon,12111,Contactpersoon 3 Relatie,Relatie (3),Anamnese-Contactpersonen,0,23,0.61,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16057-14,Chyleus,15,,15,Chyleus,16057,Thoraxdrain4 Aspect,Th.drain4/Aspect,VB-Thoraxdrains,0,14,0.75,APPROVED,EQUAL,Patrick Thoral,1710325749150,4081767,Chyle,Observation,MAPS_TO,,<auto>,1687037945912,
18605-3,Gastrointestinal,88,,88,Gastro-intestinaal,18605,SEC_Apache II Non-Operatief Gastro-intestinaal,SEC_Apache II Non-Operatief Gastro-intestinaal,APACHE II Diagnosen,0,3,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12111-24,Stepdaughter,6,,6,Stiefdochter,12111,Contactpersoon 3 Relatie,Relatie (3),Anamnese-Contactpersonen,0,24,0.88,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16057-15,Hemorrhagic,94,,94,Hemorragisch,16057,Thoraxdrain4 Aspect,Th.drain4/Aspect,VB-Thoraxdrains,0,15,1.00,APPROVED,EQUAL,Patrick Thoral,1710325750004,4116701,Hemorrhagic,Meas Value,MAPS_TO,,<auto>,1687037946753,
12111-25,Neighbour,11,,11,Buurman,12111,Contactpersoon 3 Relatie,Relatie (3),Anamnese-Contactpersonen,0,25,1.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16057-16,Purulent,35,,35,Purulent,16057,Thoraxdrain4 Aspect,Th.drain4/Aspect,VB-Thoraxdrains,0,16,1.00,APPROVED,EQUAL,Patrick Thoral,1710325750802,4113272,Purulent,Observation,MAPS_TO,,<auto>,1687037947506,
17008-16,CABG redo with valve repair/replacement,76,,76,CABG redo with valve repair/replacement,17008,APACHEIV Post-operative cardiovascular,APACHEIV Post-operative cardiovascular,APACHE IV Diagnosen,0,16,0.44,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12111-26,Neighbor,19,,19,Buurvrouw,12111,Contactpersoon 3 Relatie,Relatie (3),Anamnese-Contactpersonen,0,26,1.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16058-17,Serous,11,,11,Sereus,16058,Thoraxdrain5 Aspect,Th.drain5/Aspect,VB-Thoraxdrains,0,17,1.00,APPROVED,EQUAL,Patrick Thoral,1710325751669,4105064,Serous,Meas Value,MAPS_TO,,<auto>,1687037947954,
17014-23,"Subarachnoid hemorrhage/intracranial aneurysm, surgery for",34,,34,"Subarachnoid hemorrhage/intracranial aneurysm, surgery for",17014,APACHEIV Post-operative neurologic,APACHEIV Post-operative neurologic,APACHE IV Diagnosen,0,23,0.55,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
16058-19,Hemorrhagic,13,,13,Hemorragisch,16058,Thoraxdrain5 Aspect,Th.drain5/Aspect,VB-Thoraxdrains,0,19,1.00,APPROVED,EQUAL,Patrick Thoral,1710325752443,4116701,Hemorrhagic,Meas Value,MAPS_TO,,<auto>,1687037948691,
18605-4,Gastrointestinal bleeding,47,,47,Gastro-intestinale bloeding,18605,SEC_Apache II Non-Operatief Gastro-intestinaal,SEC_Apache II Non-Operatief Gastro-intestinaal,APACHE II Diagnosen,0,4,0.79,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12111-27,Other(See note),167,,167,Anders(Zie opmerking),12111,Contactpersoon 3 Relatie,Relatie (3),Anamnese-Contactpersonen,0,27,0.57,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16058-20,Purulent,17,,17,Purulent,16058,Thoraxdrain5 Aspect,Th.drain5/Aspect,VB-Thoraxdrains,0,20,1.00,APPROVED,EQUAL,Patrick Thoral,1710325753610,4113272,Purulent,Observation,MAPS_TO,,<auto>,1687037949509,
12114-1,below,24,,24,Onder,12114,Gastro-Intestinaal Gebitsprothese,Gebitsprothese,Anamnese-Voeding&Gastro-intestinaal,0,1,1.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
18842-6,Activities related to hygiene (more than four hours per shift),734,,734,Activiteiten m.b.t. hygiëne (meer dan vier uur per dienst),18842,IC NAS Procedures  hygiëne,IC NAS Procedures  hygiëne,NAS score,0,6,0.48,APPROVED,UNMATCHED,Patrick Thoral,1709160412258,0,Unmapped,,MAPS_TO,,,0,
17014-25,Transphenoid surgery,21,,21,Transphenoidal surgery,17014,APACHEIV Post-operative neurologic,APACHEIV Post-operative neurologic,APACHE IV Diagnosen,0,25,0.63,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
16059-21,Serous,7,,7,Sereus,16059,Thoraxdrain6 Aspect,Th.drain6/Aspect,VB-Thoraxdrains,0,21,1.00,APPROVED,EQUAL,Patrick Thoral,1710325754331,4105064,Serous,Meas Value,MAPS_TO,,<auto>,1687037950238,
18606-2,Hematological,85,,85,Hematologisch,18606,SEC_Apache II Non-Operatief Hematologisch,SEC_Apache II Non-Operatief Hematologisch,APACHE II Diagnosen,0,2,0.98,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12114-2,Upstairs,142,,142,Boven,12114,Gastro-Intestinaal Gebitsprothese,Gebitsprothese,Anamnese-Voeding&Gastro-intestinaal,0,2,1.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
19232-1,Negative,1048,,1048,Negatief,19232,Fysio-Assesment resultaat,Fysio-Assesment resultaat,Fysio-Assesment,0,1,1.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16059-23,Hemorrhagic,6,,6,Hemorragisch,16059,Thoraxdrain6 Aspect,Th.drain6/Aspect,VB-Thoraxdrains,0,23,1.00,APPROVED,EQUAL,Patrick Thoral,1710325755317,4116701,Hemorrhagic,Meas Value,MAPS_TO,,<auto>,1687037951155,
18607-3,Metabolism,96,,96,Metabolisme,18607,SEC_Apache II Non-Operatief Metabolisme,SEC_Apache II Non-Operatief Metabolisme,APACHE II Diagnosen,0,3,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12114-3,Below & Above,551,,551,Onder & Boven,12114,Gastro-Intestinaal Gebitsprothese,Gebitsprothese,Anamnese-Voeding&Gastro-intestinaal,0,3,0.49,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
19232-2,Positive,2749,,2749,Positief,19232,Fysio-Assesment resultaat,Fysio-Assesment resultaat,Fysio-Assesment,0,2,1.00,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
17014-26,Ventriculostomy,23,,23,Ventriculostomy,17014,APACHEIV Post-operative neurologic,APACHEIV Post-operative neurologic,APACHE IV Diagnosen,0,26,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
17008-17,CABG with aortic valve replacement,493,,493,CABG with aortic valve replacement,17008,APACHEIV Post-operative cardiovascular,APACHEIV Post-operative cardiovascular,APACHE IV Diagnosen,0,17,0.71,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12116-1,Desirable,49,,49,Gewenst,12116,Levensbeschouwing Geestelijk verzorger,Geestelijk verzorger,Anamnese-Ethiek&Levenbeschouwing,0,1,0.51,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
18607-4,Diabetic ketoacidosis,16,,16,Diabetische keto-acidose,18607,SEC_Apache II Non-Operatief Metabolisme,SEC_Apache II Non-Operatief Metabolisme,APACHE II Diagnosen,0,4,0.67,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
16084-1,SVT - A. fibrillation,263,,263,SVT - A. fibrillatie,16084,Cardioversie Indicatie,Cardioversie Indicatie,Klinische verrichting Circulatie,0,1,0.38,APPROVED,EQUAL,Patrick Thoral,1711448703484,313217,Atrial fibrillation,Condition,MAPS_TO_TYPE,,Patrick Thoral,1711448687766,
12116-2,Enabled,57,,57,Ingeschakeld,12116,Levensbeschouwing Geestelijk verzorger,Geestelijk verzorger,Anamnese-Ethiek&Levenbeschouwing,0,2,0.56,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
18608-6,Neurological,174,,174,Neurologisch,18608,SEC_Apache II Non-Operatief Neurologisch,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,6,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
16084-2,SVT - A. flutter,50,,50,SVT - A. flutter,16084,Cardioversie Indicatie,Cardioversie Indicatie,Klinische verrichting Circulatie,0,2,0.34,APPROVED,EQUAL,Patrick Thoral,1711448717548,314665,Atrial flutter,Condition,MAPS_TO,,Patrick Thoral,1711448715890,
12119-1,Desirable,83,,83,Gewenst,12119,Psychosociaal M.M. W.  Gewenst-Ingeschakeld,M.M.W.,Anamnese-Psychosociaal,0,1,0.51,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
18608-7,Head trauma,75,,75,Hoofdtrauma,18608,SEC_Apache II Non-Operatief Neurologisch,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,7,0.83,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12119-2,Enabled,143,,143,Ingeschakeld,12119,Psychosociaal M.M. W.  Gewenst-Ingeschakeld,M.M.W.,Anamnese-Psychosociaal,0,2,0.56,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
17008-18,CABG with double valve repair/replacement,29,,29,CABG with double valve repair/replacement,17008,APACHEIV Post-operative cardiovascular,APACHEIV Post-operative cardiovascular,APACHE IV Diagnosen,0,18,0.60,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
16084-3,SVT - A. tachycardia,28,,28,SVT - A. tachycardie,16084,Cardioversie Indicatie,Cardioversie Indicatie,Klinische verrichting Circulatie,0,3,0.52,APPROVED,EQUAL,Patrick Thoral,1711448728354,4171269,Atrial tachycardia,Condition,MAPS_TO,,Patrick Thoral,1711448727259,
17015-1,apnea sleep; surgery for (i.e. UPPP uvulopalatopharyngoplasty),5,,5,Apnea-sleep; surgery for (i.e. UPPP-uvulopalatopharyngoplasty),17015,APACHEIV Post-operative respiratory,APACHEIV Post-operative respiratory,APACHE IV Diagnosen,0,1,0.58,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
18608-8,Drug overdose,43,,43,Drug overdosis,18608,SEC_Apache II Non-Operatief Neurologisch,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,8,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
16084-4,VT + Output,8,,8,VT + Output,16084,Cardioversie Indicatie,Cardioversie Indicatie,Klinische verrichting Circulatie,0,4,0.55,APPROVED,EQUAL,Patrick Thoral,1711448743386,4103295,Ventricular tachycardia,Condition,MAPS_TO,,Patrick Thoral,1711448741146,
12127-1,Hearing Aid Li,43,,43,Gehoorapparaat Li,12127,Zintuigen Gehoor Gehoorapparaat,Gehoorapparaat,Anamnese-Zintuigen,0,1,0.90,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16084-5,Otherwise,28,,28,Anders,16084,Cardioversie Indicatie,Cardioversie Indicatie,Klinische verrichting Circulatie,0,5,0.66,APPROVED,UNMATCHED,Patrick Thoral,1711448751098,0,Unmapped,,MAPS_TO,,,0,
19233-1,Is able to stand independently and safely for 2 minutes,19,,19,Is in staat om 2 minuten zelfstandig en veilig te blijven staan ,19233,Fysio BBS stand,Fysio BBS stand,Fysio-Berg Balans Score,0,1,0.59,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
17008-19,CABG with mitral valve repair,117,,117,CABG with mitral valve repair,17008,APACHEIV Post-operative cardiovascular,APACHEIV Post-operative cardiovascular,APACHE IV Diagnosen,0,19,0.58,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12127-2,Hearing Aid Re,60,,60,Gehoorapparaat Re,12127,Zintuigen Gehoor Gehoorapparaat,Gehoorapparaat,Anamnese-Zintuigen,0,2,0.92,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16101-1,shock scenario,126,,126,Shock scenario,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,1,0.59,APPROVED,EQUIVALENT,Patrick Thoral,1711450940983,4204802,Direct current defibrillation,Procedure,MAPS_TO,,Patrick Thoral,1711450937625,
17015-2,"Arrest, respiratory (without cardiac arrest)",5,,5,"Arrest, respiratory (without cardiac arrest)",17015,APACHEIV Post-operative respiratory,APACHEIV Post-operative respiratory,APACHE IV Diagnosen,0,2,0.52,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
18608-9,"Intracerebral, subdural, subarachnoid haematoma",59,,59,"Intracerebr, subduraal, subarachnoidaal haematoom",18608,SEC_Apache II Non-Operatief Neurologisch,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,9,0.56,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12127-3,Hearing aid Li+Re,206,,206,Gehoorapparaat Li+Re,12127,Zintuigen Gehoor Gehoorapparaat,Gehoorapparaat,Anamnese-Zintuigen,0,3,0.47,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16101-2,No shock scenario,148,,148,No shock scenario,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,2,0.52,APPROVED,UNMATCHED,Patrick Thoral,1711451003904,0,Unmapped,,MAPS_TO,,,0,
17015-3,"Biopsy, open lung",3,,3,"Biopsy, open lung",17015,APACHEIV Post-operative respiratory,APACHEIV Post-operative respiratory,APACHE IV Diagnosen,0,3,0.70,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
18608-10,Epileptic seizure,52,,52,Epiletisch insult,18608,SEC_Apache II Non-Operatief Neurologisch,SEC_Apache II Non-Operatief Neurologisch,APACHE II Diagnosen,0,10,0.76,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
17015-4,Bullectomy,12,,12,Bullectomy,17015,APACHEIV Post-operative respiratory,APACHEIV Post-operative respiratory,APACHE IV Diagnosen,0,4,0.65,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
17008-20,CABG with mitral valve replacement,40,,40,CABG with mitral valve replacement,17008,APACHEIV Post-operative cardiovascular,APACHEIV Post-operative cardiovascular,APACHE IV Diagnosen,0,20,0.66,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
16101-3,Pre-codial stub,3,,3,Pré-codiale stomp,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,3,0.47,APPROVED,EQUAL,Patrick Thoral,1711451019327,4026048,Precordial thump,Procedure,MAPS_TO,,Patrick Thoral,1711451015231,
18609-2,Renal,155,,155,Renaal,18609,SEC_Apache II Non-Operatief Renaal,SEC_Apache II Non-Operatief Renaal,APACHE II Diagnosen,0,2,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12128-1,CCH - Cardiosurgery,12062,,12062,CCH - Cardiochirurgie,12128,Patiënt Specialisme,Specialisme,Anamnese-Patientgegevens,0,1,0.54,APPROVED,EQUAL,Patrick Thoral,1711403827732,38004497,Cardiac Surgery,Provider,MAPS_TO,,Patrick Thoral,1711403223639,
18610-10,Respiratory,178,,178,Respiratoir,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,10,1.00,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12128-2,NCH - Neurosurgery,4205,,4205,NCH - Neurochirurgie,12128,Patiënt Specialisme,Specialisme,Anamnese-Patientgegevens,0,2,0.76,APPROVED,EQUAL,Patrick Thoral,1711403843407,38004459,Neurosurgery,Provider,MAPS_TO,,Patrick Thoral,1711403549595,
16101-4,Hand/Cap ventilation,11,,11,Hand/Kapbeademing,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,4,0.46,APPROVED,EQUAL,Patrick Thoral,1711451039546,4006318,"Respiratory assist, manual",Procedure,MAPS_TO,,Patrick Thoral,1711451037054,
17015-5,"Cancer oral/sinus, surgery for",14,,14,"Cancer oral/sinus, surgery for",17015,APACHEIV Post-operative respiratory,APACHEIV Post-operative respiratory,APACHE IV Diagnosen,0,5,0.50,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
17008-21,CABG with other operation,34,,34,CABG with other operation,17008,APACHEIV Post-operative cardiovascular,APACHEIV Post-operative cardiovascular,APACHE IV Diagnosen,0,21,0.52,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12128-3,NEU - Neurology,1542,,1542,NEU - Neurologie,12128,Patiënt Specialisme,Specialisme,Anamnese-Patientgegevens,0,3,0.62,APPROVED,EQUAL,Patrick Thoral,1711414582654,38004458,Neurology,Provider,MAPS_TO,,Patrick Thoral,1711403730671,
19233-2,Is able to stand under supervision (assistance) for 2 minutes,15,,15,Is in staat om 2 minuten onder supervisie (hulp) te blijven staan ,19233,Fysio BBS stand,Fysio BBS stand,Fysio-Berg Balans Score,0,2,0.37,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
18610-11,Respiratory infection,189,,189,Respiratoire infectie,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,11,0.73,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
16101-5,Pericardial puncture,1,,1,Pericardpunctie,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,5,0.79,APPROVED,EQUAL,Patrick Thoral,1711451077998,4039415,Puncture of pericardium,Procedure,MAPS_TO,,Patrick Thoral,1711451077063,
17015-6,"Cancer-laryngeal/tracheal, surgery for",19,,19,"Cancer-laryngeal/tracheal, surgery for",17015,APACHEIV Post-operative respiratory,APACHEIV Post-operative respiratory,APACHE IV Diagnosen,0,6,0.43,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
18610-12,Respiratory neoplasm,12,,12,Respiratoir neoplasma,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,12,0.81,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12128-4,"ENT - Throat, Nose & Ear Doctor",670,,670,"KNO - Keel, Neus & Oorarts",12128,Patiënt Specialisme,Specialisme,Anamnese-Patientgegevens,0,4,0.47,APPROVED,EQUAL,Patrick Thoral,1711414582654,38004449,Otolaryngology,Provider,MAPS_TO,,Patrick Thoral,1711403757801,
16101-7,Relieve pneumothorax,2,,2,Ontlasten pneumothorax,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,7,0.77,APPROVED,EQUAL,Patrick Thoral,1711451122438,4240305,Thoracentesis,Procedure,MAPS_TO,,Patrick Thoral,1711451120039,
18610-13,Pulmonary embolus,41,,41,Pulmonaire embolus,18610,SEC_Apache II Non-Operatief Respiratoir,SEC_Apache II Non-Operatief Respiratoir,APACHE II Diagnosen,0,13,0.94,APPROVED,UNREVIEWED,Patrick Thoral,1710326438943,0,Unmapped,,MAPS_TO,,,0,
12128-5,TRA - Traumatology,2395,,2395,TRA - Traumatologie,12128,Patiënt Specialisme,Specialisme,Anamnese-Patientgegevens,0,5,0.57,APPROVED,EQUAL,Patrick Thoral,1711414568882,38004016,Trauma Surgery,Provider,MAPS_TO,,Patrick Thoral,1711403774064,
16101-8,Otherwise,9,,9,Anders,16101,Reanimatie Ondernomen acties,Reanimatie Ondernomen acties,Klinische verrichting Circulatie,0,8,0.66,APPROVED,UNMATCHED,Patrick Thoral,1711451125015,0,Unmapped,,MAPS_TO,,,0,
19233-3,Is able to stand independently for 30 seconds,40,,40,Is in staat om 30 seconden zelfstandig te staan ,19233,Fysio BBS stand,Fysio BBS stand,Fysio-Berg Balans Score,0,3,0.61,UNCHECKED,UNREVIEWED,,0,0,Unmapped,,MAPS_TO,,,0,
16102-1,Unknown,73,,73,Onbekend,16102,Reanimatie Oorzaak,Reanimatie Oorzaak,Klinische verrichting Circulatie,0,1,1.00,APPROVED,UNMATCHED,Patrick Thoral,1711449181657,0,Unmapped,,MAPS_TO,,,0,
