sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:source_concept,ADD_INFO:item,ADD_INFO:itemid,ADD_INFO:valueid,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
18673-745,"Post-operative gastrointestinal - Cancer stomach, surgery for",7,,"Post-operative gastro-intestinal - Cancer-stomach, surgery for",NICE SEC APACHEIV diagnosen,18673,745,0.44,APPROVED,EQUAL,Patrick Thoral,1711241822894,443387,Malignant tumor of stomach,Condition,MAPS_TO,,Patrick Thoral,1710033122144,
18673-745,"Post-operative gastrointestinal - Cancer stomach, surgery for",7,,"Post-operative gastro-intestinal - Cancer-stomach, surgery for",NICE SEC APACHEIV diagnosen,18673,745,0.44,APPROVED,EQUAL,Patrick Thoral,1711241822894,4040299,Operation on stomach,Procedure,MAPS_TO,,Patrick Thoral,1711241817853,
13140-3,Diagnosis different,563,,Diagnose anders,D_Interne Geneeskunde_Overige,13140,3,0.64,APPROVED,EQUAL,Patrick Thoral,1711230662385,0,Unmapped,,MAPS_TO,,,0,
17010-7,"Exenteration, pelvic female",1,,"Exenteration, pelvic-female",APACHEIV Post-operative genitourinary,17010,7,0.52,APPROVED,EQUAL,Patrick Thoral,1711242080464,4313916,Metastatic malignant neoplasm to pelvis,Condition,MAPS_TO,,Patrick Thoral,1710018752680,
17010-7,"Exenteration, pelvic female",1,,"Exenteration, pelvic-female",APACHEIV Post-operative genitourinary,17010,7,0.52,APPROVED,EQUAL,Patrick Thoral,1711242080464,4185848,"Pelvic exenteration, female",Procedure,MAPS_TO,,Patrick Thoral,1711242078273,
16643-16,Trial laparotomy,12,,Proeflaparotomie,DMC_Algemene chirurgie_Buikchirurgie,16643,16,0.48,APPROVED,EQUAL,Patrick Thoral,1711231779238,4241033,Acute abdomen,Condition,MAPS_TO,,Patrick Thoral,1696503472967,
16643-16,Trial laparotomy,12,,Proeflaparotomie,DMC_Algemene chirurgie_Buikchirurgie,16643,16,0.48,APPROVED,EQUAL,Patrick Thoral,1711231779238,4253523,Exploratory laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711231772362,
16654-10,Diagnosis different,1,,Diagnose anders,DMC_Interne Geneeskunde_Hematologisch,16654,10,0.64,APPROVED,EQUAL,Patrick Thoral,1711230623660,4044013,Hematologic neoplasm,Condition,MAPS_TO,,Patrick Thoral,1710017478175,
18673-613,"Non-operative respiratory - Obstruction airway (acute epiglottitis, post-extubation edema, foreign body, etc.)",15,,"Non-operative respiratory - Obstruction-airway (acute epiglottitis, post-extubation edema, foreign body, etc.)",NICE SEC APACHEIV diagnosen,18673,613,0.43,APPROVED,EQUAL,Patrick Thoral,1711230545286,4286507,Upper respiratory tract obstruction,Condition,MAPS_TO,,Patrick Thoral,1710028187378,
18671-434,"Post-operative trauma - Face/multiple trauma, surgery for",4,,"Post-operative trauma - Face/multiple trauma, surgery for",NICE APACHEIV diagnosen,18671,434,0.46,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18671-434,"Post-operative trauma - Face/multiple trauma, surgery for",4,,"Post-operative trauma - Face/multiple trauma, surgery for",NICE APACHEIV diagnosen,18671,434,0.46,APPROVED,EQUAL,Patrick Thoral,1711248222024,444191,Injury of face,Condition,MAPS_TO,,Patrick Thoral,1710016192962,
18671-434,"Post-operative trauma - Face/multiple trauma, surgery for",4,,"Post-operative trauma - Face/multiple trauma, surgery for",NICE APACHEIV diagnosen,18671,434,0.46,APPROVED,EQUAL,Patrick Thoral,1711248222024,4096313,Multiple injuries,Condition,MAPS_TO,,Patrick Thoral,1710016242371,
18671-434,"Post-operative trauma - Face/multiple trauma, surgery for",4,,"Post-operative trauma - Face/multiple trauma, surgery for",NICE APACHEIV diagnosen,18671,434,0.46,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18593-3,Drug overdose,260,,Drug overdosis,Apache II Non-Operatief Neurologisch,18593,3,0.85,APPROVED,EQUAL,Patrick Thoral,1711230706764,602985,Intoxication,Condition,MAPS_TO,,Patrick Thoral,1685389189371,
16650-14,Observation aneurysm,8,,Observatie aneurysma,DMC_Algemene chirurgie_Vaatchirurgie,16650,14,0.72,APPROVED,EQUAL,Patrick Thoral,1711233244976,4332246,Aneurysm,Condition,MAPS_TO,,<auto>,1685372523594,
16662-10,Diagnosis different,32,,Diagnose anders,DMC_Neurochirurgie_Overige,16662,10,0.64,APPROVED,EQUAL,Patrick Thoral,1711237712032,376337,Disorder of nervous system,Condition,MAPS_TO,,Patrick Thoral,1696505783347,
16662-10,Diagnosis different,32,,Diagnose anders,DMC_Neurochirurgie_Overige,16662,10,0.64,APPROVED,EQUAL,Patrick Thoral,1711237712032,4041193,Operation on nervous system,Procedure,MAPS_TO,,Patrick Thoral,1711237710604,
17029-91,Congenital Defect Repair (Other),2,,Congenital Defect Repair (Other),SEC_APACHEIV Post-operative cardiovascular,17029,91,0.49,APPROVED,EQUAL,Patrick Thoral,1711235747942,312723,Congenital heart disease,Condition,MAPS_TO,,Patrick Thoral,1710017181629,
17029-91,Congenital Defect Repair (Other),2,,Congenital Defect Repair (Other),SEC_APACHEIV Post-operative cardiovascular,17029,91,0.49,APPROVED,EQUAL,Patrick Thoral,1711235747942,4324058,Correction of congenital deformity of heart,Procedure,MAPS_TO,,Patrick Thoral,1711235742328,
18669-56,Nonoperative Respiratory - Chronic Obstructive Pulmonary Disease,466,,Non-operatief Respiratoir - Chronisch obstructieve longziekte,NICE APACHEII diagnosen,18669,56,0.80,APPROVED,EQUAL,Patrick Thoral,1711230600603,257004,Acute exacerbation of chronic obstructive airways disease,Condition,MAPS_TO,,Patrick Thoral,1710027561616,
18673-816,Postoperative neurologic - Burr hole placement,5,,Post-operative neurologic - Burr hole placement,NICE SEC APACHEIV diagnosen,18673,816,0.40,APPROVED,EQUAL,Patrick Thoral,1711239274057,4176148,Extradural intracranial hematoma,Condition,MAPS_TO,,Patrick Thoral,1710035051882,
18673-816,Postoperative neurologic - Burr hole placement,5,,Post-operative neurologic - Burr hole placement,NICE SEC APACHEIV diagnosen,18673,816,0.40,APPROVED,EQUAL,Patrick Thoral,1711239274057,4285891,Trephination of cranium,Procedure,MAPS_TO,,Patrick Thoral,1711239270066,
18673-881,"Post-operative trauma - Chest/thorax only trauma, surgery for",3,,"Post-operative trauma - Chest/thorax only trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,881,0.39,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18673-881,"Post-operative trauma - Chest/thorax only trauma, surgery for",3,,"Post-operative trauma - Chest/thorax only trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,881,0.39,APPROVED,EQUAL,Patrick Thoral,1711248222024,4094683,Chest injury,Condition,MAPS_TO,,Patrick Thoral,1710015365301,
18673-881,"Post-operative trauma - Chest/thorax only trauma, surgery for",3,,"Post-operative trauma - Chest/thorax only trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,881,0.39,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
17015-7,"Facial surgery (if related to trauma, see Trauma)",9,,"Facial surgery (if related to trauma, see Trauma)",APACHEIV Post-operative respiratory,17015,7,0.30,APPROVED,EQUAL,Patrick Thoral,1711244547593,4300243,Postoperative complication,Condition,MAPS_TO,,Patrick Thoral,1710018990276,
17015-7,"Facial surgery (if related to trauma, see Trauma)",9,,"Facial surgery (if related to trauma, see Trauma)",APACHEIV Post-operative respiratory,17015,7,0.30,APPROVED,EQUAL,Patrick Thoral,1711244547593,321483,Respiratory complication,Condition,MAPS_TO,,Patrick Thoral,1710019001372,
17015-7,"Facial surgery (if related to trauma, see Trauma)",9,,"Facial surgery (if related to trauma, see Trauma)",APACHEIV Post-operative respiratory,17015,7,0.30,APPROVED,EQUAL,Patrick Thoral,1711244547593,4273546,Operation on facial bone,Procedure,MAPS_TO,,Patrick Thoral,1711244546504,
16644-3,Endocrinological surgery,22,,Endocrinologische chirurgie,DMC_Algemene chirurgie_Endocrinologische chirurgie,16644,3,0.52,APPROVED,EQUAL,Patrick Thoral,1711232303999,31821,Disorder of endocrine system,Condition,MAPS_TO,,Patrick Thoral,1710018413964,
16644-3,Endocrinological surgery,22,,Endocrinologische chirurgie,DMC_Algemene chirurgie_Endocrinologische chirurgie,16644,3,0.52,APPROVED,EQUAL,Patrick Thoral,1711232303999,4194964,Operation on endocrine system,Procedure,MAPS_TO,,Patrick Thoral,1711232299119,
17005-10,"Embolus, pulmonary",110,,"Embolus, pulmonary",APACHEIV Non-operative respiratory,17005,10,0.69,APPROVED,EQUAL,Patrick Thoral,1711230694213,440417,Pulmonary embolism,Condition,MAPS_TO,,<auto>,1685372524389,
18600-5,Laminectomy and other spinal cord surgery,260,,Laminectomy and other spinal cord surgery,Apache II Operatief Neurologisch,18600,5,0.33,APPROVED,EQUAL,Patrick Thoral,1711245882492,135526,Spinal cord disease,Condition,MAPS_TO,,Patrick Thoral,1685389636033,
18600-5,Laminectomy and other spinal cord surgery,260,,Laminectomy and other spinal cord surgery,Apache II Operatief Neurologisch,18600,5,0.33,APPROVED,EQUAL,Patrick Thoral,1711245882492,4108768,Decompression laminectomy,Procedure,MAPS_TO,,Patrick Thoral,1711245873149,
18673-614,"Nonoperative respiratory - Pneumonia, aspiration",23,,"Non-operative respiratory - Pneumonia, aspiration",NICE SEC APACHEIV diagnosen,18673,614,0.67,APPROVED,EQUAL,Patrick Thoral,1711230545286,4309106,Aspiration pneumonia,Condition,MAPS_TO,,Patrick Thoral,1710028213947,
16643-14,Oesophageal/stomach surgery,101,,Oesophagus/maag chirurgie,DMC_Algemene chirurgie_Buikchirurgie,16643,14,0.49,APPROVED,EQUAL,Patrick Thoral,1711247669372,4112603,"Tumor of esophagus, stomach and duodenum",Condition,MAPS_TO,,Patrick Thoral,1710029510623,
16643-14,Oesophageal/stomach surgery,101,,Oesophagus/maag chirurgie,DMC_Algemene chirurgie_Buikchirurgie,16643,14,0.49,APPROVED,EQUAL,Patrick Thoral,1711247669372,4170058,Operation on esophagus,Procedure,MAPS_TO,,Patrick Thoral,1711247665510,
18671-435,"Post-operative trauma - Head (CNS) only trauma, surgery for",130,,"Post-operative trauma - Head (CNS) only trauma, surgery for",NICE APACHEIV diagnosen,18671,435,0.36,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18671-435,"Post-operative trauma - Head (CNS) only trauma, surgery for",130,,"Post-operative trauma - Head (CNS) only trauma, surgery for",NICE APACHEIV diagnosen,18671,435,0.36,APPROVED,EQUAL,Patrick Thoral,1711248222024,375415,Injury of head,Condition,MAPS_TO,,Patrick Thoral,1710016282153,
18671-435,"Post-operative trauma - Head (CNS) only trauma, surgery for",130,,"Post-operative trauma - Head (CNS) only trauma, surgery for",NICE APACHEIV diagnosen,18671,435,0.36,APPROVED,EQUAL,Patrick Thoral,1711248222024,4132546,Traumatic brain injury,Condition,MAPS_TO,,Patrick Thoral,1710016357696,
18671-435,"Post-operative trauma - Head (CNS) only trauma, surgery for",130,,"Post-operative trauma - Head (CNS) only trauma, surgery for",NICE APACHEIV diagnosen,18671,435,0.36,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
18608-10,Epileptic seizure,52,,Epiletisch insult,SEC_Apache II Non-Operatief Neurologisch,18608,10,1.00,APPROVED,EQUAL,Patrick Thoral,1711230511358,4197485,Epileptic seizure,Condition,MAPS_TO,,<auto>,1685372525073,
18670-91,Non-operative Cardiovascular - Cardiogenic shock,50,,Non-operatief Cardiovasculair - Cardiogene shock,NICE SEC APACHEII diagnosen,18670,91,0.58,APPROVED,EQUAL,Patrick Thoral,1711230562181,198571,Cardiogenic shock,Condition,MAPS_TO,,<auto>,1685372525077,
13121-7,Gastrointestinal for bleeding,130,,Gastro-intestinaal voor bloeding,D_Algemene chirurgie_Buikchirurgie,13121,7,0.86,APPROVED,EQUAL,Patrick Thoral,1711239512424,192671,Gastrointestinal hemorrhage,Condition,MAPS_TO,,<auto>,1685372525224,
13121-7,Gastrointestinal for bleeding,130,,Gastro-intestinaal voor bloeding,D_Algemene chirurgie_Buikchirurgie,13121,7,0.86,APPROVED,EQUAL,Patrick Thoral,1711239512424,4314251,Laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711239508317,
17001-5,"Leukemia, acute lymphocytic",6,,"Leukemia, acute lymphocytic",APACHEIV  Non-operative haematological,17001,5,0.75,APPROVED,EQUAL,Patrick Thoral,1711230694213,134305,Acute lymphoid leukemia,Condition,MAPS_TO,,Patrick Thoral,1710023023840,
18671-56,"Non-operative Gastrointestinal - Cancer, stomach",7,,"Non-operative Gastro-intestinal - Cancer, stomach",NICE APACHEIV diagnosen,18671,56,0.46,APPROVED,EQUAL,Patrick Thoral,1711230579588,443387,Malignant tumor of stomach,Condition,MAPS_TO,,Patrick Thoral,1710025687714,
18669-14,Operative Renal - Renal,208,,Operatief Renaal - Renaal,NICE APACHEII diagnosen,18669,14,0.49,APPROVED,EQUAL,Patrick Thoral,1711240996956,198124,Kidney disease,Condition,MAPS_TO,,Patrick Thoral,1685399638100,
18669-14,Operative Renal - Renal,208,,Operatief Renaal - Renaal,NICE APACHEII diagnosen,18669,14,0.49,APPROVED,EQUAL,Patrick Thoral,1711240996956,4022804,Kidney operation,Procedure,MAPS_TO,,Patrick Thoral,1711240994704,
18673-882,"Post-operative trauma - Extremity only trauma, surgery for",11,,"Post-operative trauma - Extremity only trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,882,0.42,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18673-882,"Post-operative trauma - Extremity only trauma, surgery for",11,,"Post-operative trauma - Extremity only trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,882,0.42,APPROVED,EQUAL,Patrick Thoral,1711248222024,133468,Disorder of limb,Condition,MAPS_TO,,Patrick Thoral,1710016125152,
18673-882,"Post-operative trauma - Extremity only trauma, surgery for",11,,"Post-operative trauma - Extremity only trauma, surgery for",NICE SEC APACHEIV diagnosen,18673,882,0.42,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
13121-3,Gallbladder/Biliary Tract Surgery,49,,Galblaas/ galwegen chirurgie,D_Algemene chirurgie_Buikchirurgie,13121,3,0.56,APPROVED,EQUAL,Patrick Thoral,1711234431794,199744,Carcinoma liver and/or biliary system,Condition,MAPS_TO,,<auto>,1685372525552,
13121-3,Gallbladder/Biliary Tract Surgery,49,,Galblaas/ galwegen chirurgie,D_Algemene chirurgie_Buikchirurgie,13121,3,0.56,APPROVED,EQUAL,Patrick Thoral,1711234431794,4242997,Cholecystectomy,Procedure,MAPS_TO,,Patrick Thoral,1711234428840,
18673-747,"Post-operative gastrointestinal - Cholecystectomy/cholangitis, surgery for (gallbladder removal)",3,,"Post-operative gastro-intestinal - Cholecystectomy/cholangitis, surgery for (gallbladder removal)",NICE SEC APACHEIV diagnosen,18673,747,0.42,APPROVED,EQUAL,Patrick Thoral,1711235244165,195856,Cholangitis,Condition,MAPS_TO,,Patrick Thoral,1710033173677,
18673-747,"Post-operative gastrointestinal - Cholecystectomy/cholangitis, surgery for (gallbladder removal)",3,,"Post-operative gastro-intestinal - Cholecystectomy/cholangitis, surgery for (gallbladder removal)",NICE SEC APACHEIV diagnosen,18673,747,0.42,APPROVED,EQUAL,Patrick Thoral,1711235244165,4242997,Cholecystectomy,Procedure,MAPS_TO,,Patrick Thoral,1711235238564,
13134-5,Pulmonary embolism,338,,Longembolie,D_Interne Geneeskunde_Pulmonaal,13134,5,1.00,APPROVED,EQUAL,Patrick Thoral,1711230662385,440417,Pulmonary embolism,Condition,MAPS_TO,,<auto>,1685372525807,
13116-10,Combined cardiac surgery,2099,,Gecombineerde hartchirurgie,D_Thoraxchirurgie_CABG en Klepchirurgie,13116,10,0.53,APPROVED,EQUAL,Patrick Thoral,1711239842769,4281749,Heart valve disorder,Condition,MAPS_TO,,Patrick Thoral,1685379232624,
13116-10,Combined cardiac surgery,2099,,Gecombineerde hartchirurgie,D_Thoraxchirurgie_CABG en Klepchirurgie,13116,10,0.53,APPROVED,EQUAL,Patrick Thoral,1711239842769,317576,Coronary arteriosclerosis,Condition,MAPS_TO,,Patrick Thoral,1711239817520,
13116-10,Combined cardiac surgery,2099,,Gecombineerde hartchirurgie,D_Thoraxchirurgie_CABG en Klepchirurgie,13116,10,0.53,APPROVED,EQUAL,Patrick Thoral,1711239842769,4336464,Coronary artery bypass graft,Procedure,MAPS_TO,,Patrick Thoral,1711239825005,
13116-10,Combined cardiac surgery,2099,,Gecombineerde hartchirurgie,D_Thoraxchirurgie_CABG en Klepchirurgie,13116,10,0.53,APPROVED,EQUAL,Patrick Thoral,1711239842769,4249161,Operation on heart valve,Procedure,MAPS_TO,,Patrick Thoral,1711239838489,
18673-817,"Post-operative neurologic - Cerebrospinal fluid leak, surgery for",1,,"Post-operative neurologic - Cerebrospinal fluid leak, surgery for",NICE SEC APACHEIV diagnosen,18673,817,0.59,APPROVED,EQUAL,Patrick Thoral,1711235170000,4046448,Cerebrospinal fluid leak,Condition,MAPS_TO,,Patrick Thoral,1710035074765,
18673-817,"Post-operative neurologic - Cerebrospinal fluid leak, surgery for",1,,"Post-operative neurologic - Cerebrospinal fluid leak, surgery for",NICE SEC APACHEIV diagnosen,18673,817,0.59,APPROVED,EQUAL,Patrick Thoral,1711235170000,4127779,Closure of fistula of cerebrospinal fluid,Procedure,MAPS_TO,,Patrick Thoral,1711235166101,
18673-615,"Non-operative respiratory - Pneumonia, bacterial",102,,"Non-operative respiratory - Pneumonia, bacterial",NICE SEC APACHEIV diagnosen,18673,615,0.56,APPROVED,EQUAL,Patrick Thoral,1711230545286,257315,Bacterial pneumonia,Condition,MAPS_TO,,<auto>,1685372525992,
16663-14,Other neurology,4,,Overige neurologie,DMC_Neurologie_Overige,16663,14,0.55,APPROVED,EQUAL,Patrick Thoral,1711237769834,376337,Disorder of nervous system,Condition,MAPS_TO,,Patrick Thoral,1696505059191,
18611-7,Gastrointestinal bleeding,13,,Gastro-intestinale bloeding,SEC_Apache II Operatief  Gastr-intenstinaal,18611,7,1.00,APPROVED,EQUAL,Patrick Thoral,1711239512424,192671,Gastrointestinal hemorrhage,Condition,MAPS_TO,,<auto>,1685372526001,
18611-7,Gastrointestinal bleeding,13,,Gastro-intestinale bloeding,SEC_Apache II Operatief  Gastr-intenstinaal,18611,7,1.00,APPROVED,EQUAL,Patrick Thoral,1711239512424,4314251,Laparotomy,Procedure,MAPS_TO,,Patrick Thoral,1711239508317,
18605-3,Gastrointestinal,88,,Gastro-intestinaal,SEC_Apache II Non-Operatief Gastro-intestinaal,18605,3,0.83,APPROVED,EQUAL,Patrick Thoral,1711230511358,4000610,Disorder of gastrointestinal tract,Condition,MAPS_TO,,Patrick Thoral,1710019304072,
18671-436,"Post-operative trauma - Head/abdomen trauma, surgery for",23,,"Post-operative trauma - Head/abdomen trauma, surgery for",NICE APACHEIV diagnosen,18671,436,0.50,APPROVED,EQUAL,Patrick Thoral,1711248222024,440921,Traumatic injury,Condition,MAPS_TO,,Patrick Thoral,1710015267421,
18671-436,"Post-operative trauma - Head/abdomen trauma, surgery for",23,,"Post-operative trauma - Head/abdomen trauma, surgery for",NICE APACHEIV diagnosen,18671,436,0.50,APPROVED,EQUAL,Patrick Thoral,1711248222024,200588,Injury of abdomen,Condition,MAPS_TO,,Patrick Thoral,1710015332723,
18671-436,"Post-operative trauma - Head/abdomen trauma, surgery for",23,,"Post-operative trauma - Head/abdomen trauma, surgery for",NICE APACHEIV diagnosen,18671,436,0.50,APPROVED,EQUAL,Patrick Thoral,1711248222024,375415,Injury of head,Condition,MAPS_TO,,Patrick Thoral,1710016282153,
18671-436,"Post-operative trauma - Head/abdomen trauma, surgery for",23,,"Post-operative trauma - Head/abdomen trauma, surgery for",NICE APACHEIV diagnosen,18671,436,0.50,APPROVED,EQUAL,Patrick Thoral,1711248222024,4301351,Surgical procedure,Procedure,MAPS_TO,,Patrick Thoral,1711246767801,
