sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:count_validated,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:category,ADD_INFO:islabresult,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
15746,HSV type 1 DNA PCR (sputum),18,,18,,,,HSV type 1 DNA PCR (sputum),HSV type 1 DNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.34,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596108035,
17228,Cytogenetic material (blood),29,,29,,,,Cytogenetica materiaal (bloed),Cytogenetica materiaal (bloed),LAB-Viro-Micro-bloed,1,0.42,UNCHECKED,UNREVIEWED,,0,3050141,Clinical cytogeneticist [Identifier] in Specimen,Measurement,MAPS_TO,,<auto>,1687596108086,
17942,question (blood),277,,277,,,,Vraagstelling (bloed),Vraagstelling (bloed),LAB-Divers-bloed,1,0.28,UNCHECKED,UNREVIEWED,,0,3045870,Blood product units requested [#],Measurement,MAPS_TO,,<auto>,1687596108294,
11416,Mumps virus IgG (blood),1,,1,,,,Bof virus IgG (bloed),Bof virus IgG (bloed),LAB-Viro-Micro-serum,1,0.57,UNCHECKED,UNREVIEWED,,0,3024981,Mumps virus IgG Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596108325,
17288,Eubacterial DNA PCR (biopsy),1,,1,,,,Eubacteriele DNA PCR (biopt),Eubacteriele DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.32,UNCHECKED,UNREVIEWED,,0,40759834,Bacteria identified in Pericardial fluid by Culture,Measurement,MAPS_TO,,<auto>,1687596108591,
17231,Cytomegalovirus DNA PCR (throat),1,,1,,,,Cytomegalovirus DNA PCR (keel),Cytomegalovirus DNA PCR (keel),LAB-Viro-Micro-keel,1,0.50,UNCHECKED,UNREVIEWED,,0,3022903,Cytomegalovirus DNA [Presence] in Tissue by Probe,Measurement,MAPS_TO,,<auto>,1687596108621,
11417,Measles IgG (blood),3,,3,,,,Mazelen IgG (bloed),Mazelen IgG (bloed),LAB-Viro-Micro-serum,1,0.44,UNCHECKED,UNREVIEWED,,0,3013137,Measles virus IgG Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596108706,
17412,Infl. A(H1N1) RNA PCR (throat),3,,3,,,,Infl. A (H1N1) RNA PCR (keel),Infl. A (H1N1) RNA PCR (keel),LAB-Viro-Micro-keel,1,0.15,UNCHECKED,UNREVIEWED,,0,36304616,Enterovirus RNA [Presence] in Pericardial fluid by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596108766,
17943,question (urine),195,,195,,,,Vraagstelling (urine),Vraagstelling (urine),LAB-Divers-urine,1,0.25,UNCHECKED,UNREVIEWED,,0,36305109,These questions three panel,Measurement,MAPS_TO,,<auto>,1687596108802,
11418,HSV IgG (blood),110,,110,,,,HSV IgG (bloed),HSV IgG (bloed),LAB-Viro-Micro-serum,1,0.66,APPROVED,EQUAL,Patrick Thoral,1696455428524,3020134,Herpes simplex virus IgG Ab [Presence] in Serum,Measurement,MAPS_TO,,Patrick Thoral,1696455427827,
17945,Wash cylinder (urine),15,,15,,,,Was cilinder (urine),Was cilinder (urine),LAB-Urine-urine,1,0.37,UNCHECKED,UNREVIEWED,,0,21490860,Air cylinder Pressure,Measurement,MAPS_TO,,<auto>,1687596109079,
17232,Cytomegalovirus DNA PCR (other),1,,1,,,,Cytomegalovirus DNA PCR (overig),Cytomegalovirus DNA PCR (overig),LAB-Viro-Micro-diversen,1,0.53,UNCHECKED,UNREVIEWED,,0,3022903,Cytomegalovirus DNA [Presence] in Tissue by Probe,Measurement,MAPS_TO,,<auto>,1687596109128,
15747,HSV type 2 DNA PCR (biopsy),5,,5,,,,HSV type 2 DNA PCR (biopt),HSV type 2 DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.33,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596109141,
17294,Eubacterial DNA PCR (pus),1,,1,,,,Eubacteriele DNA PCR (pus),Eubacteriele DNA PCR (pus),LAB-Viro-Micro-pus,1,0.34,UNCHECKED,UNREVIEWED,,0,40759834,Bacteria identified in Pericardial fluid by Culture,Measurement,MAPS_TO,,<auto>,1687596109485,
17236,Cytomegalovirus DNA PCR (pus),2,,2,,,,Cytomegalovirus DNA PCR (pus),Cytomegalovirus DNA PCR (pus),LAB-Viro-Micro-pus,1,0.50,UNCHECKED,UNREVIEWED,,0,3022903,Cytomegalovirus DNA [Presence] in Tissue by Probe,Measurement,MAPS_TO,,<auto>,1687596109563,
18886,Treponema pallidum (CMIA) (blood),2253,,2253,,,,Treponema pallidum (CMIA) (bloed),Treponema pallidum (CMIA) (bloed),LAB-Viro-Micro-bloed,1,0.40,APPROVED,EQUIVALENT,Patrick Thoral,1687601002823,40771087,Treponema pallidum IgG and IgM panel - Serum Qualitative by Immunofluorescence,Measurement,MAPS_TO,,Patrick Thoral,1687600997766,
17414,Infl. A(H1N1) RNA PCR (nasophar.wat),5,,5,,,,Infl. A (H1N1) RNA PCR (nasophar.wat),Infl. A (H1N1) RNA PCR (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.15,UNCHECKED,UNREVIEWED,,0,46236736,Influenza virus A H1 RNA [Presence] in Nasopharynx by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596109669,
17296,Fasciola IgG (EIA) (blood),3,,3,,,,Fasciola IgG (EIA) (bloed),Fasciola IgG (EIA) (bloed),LAB-Imm-bloed,1,0.45,UNCHECKED,UNREVIEWED,,0,1988863,Fasciola sp IgG Ab [Presence] in Serum by Immunoassay,Measurement,MAPS_TO,,<auto>,1687596109803,
17238,Dengue virus IgG (blood),4,,4,,,,Dengue virus IgG (bloed),Dengue virus IgG (bloed),LAB-Viro-Micro-bloed,1,0.54,UNCHECKED,UNREVIEWED,,0,3025799,Dengue virus IgG Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596109955,
11419,Human T-cell lymphotropic virus antibodies (blood),45,,45,,,,Human T-cell lymfotroop virus antistoffen (bloed),Human T-cell lymfotroop virus antistoffen (bloed),LAB-Viro-Micro-serum,1,0.40,UNCHECKED,UNREVIEWED,,0,3005546,HTLV I Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596110077,
17297,Fasciola IgG (IFA) (blood),3,,3,,,,Fasciola IgG (IFA) (bloed),Fasciola IgG (IFA) (bloed),LAB-Imm-bloed,1,0.42,UNCHECKED,UNREVIEWED,,0,1988863,Fasciola sp IgG Ab [Presence] in Serum by Immunoassay,Measurement,MAPS_TO,,<auto>,1687596110108,
17239,Dengue virus IgM (blood),4,,4,,,,Dengue virus IgM (bloed),Dengue virus IgM (bloed),LAB-Viro-Micro-bloed,1,0.54,UNCHECKED,UNREVIEWED,,0,3025394,Dengue virus IgM Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596110329,
15748,HSV type 2 DNA PCR (vesicle v.),58,,58,,,,HSV type 2 DNA PCR (blaasjesv.),HSV type 2 DNA PCR (blaasjesv.),LAB-Viro-Micro-blaasjes,1,0.26,UNCHECKED,UNREVIEWED,,0,37021409,Herpes simplex virus 1 and 2 DNA panel - Bronchoalveolar lavage by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596110346,
18918,Fetal Fibronectin (Cervical Fluid) (Cervix),1,,1,,,,Foetaal fibronectine (Cervixvocht) (cervix),Foetaal fibronectine (Cervixvocht) (cervix),LAB-Chem-diversen,1,0.36,UNCHECKED,UNREVIEWED,,0,3052922,Fibronectin.fetal [Presence] in Specimen,Measurement,MAPS_TO,,<auto>,1687596110437,
17419,Infl. A(H1N1)RNA PCR (sputum),3,,3,,,,Infl. A (H1N1) RNA PCR (sputum),Infl. A (H1N1) RNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.22,UNCHECKED,UNREVIEWED,,0,36203862,Color of Sputum,Measurement,MAPS_TO,,<auto>,1687596110464,
17301,fragmentocytes (blood),216,,216,,,,fragmentocyten (bloed),fragmentocyten (bloed),LAB-Hem-bloed,1,0.36,UNCHECKED,UNREVIEWED,,0,3025639,Microcytes [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596110497,
11421,HANTAVIRUS (blood),3,,3,,,,HANTAVIRUS (bloed),HANTAVIRUS (bloed),LAB-Viro-Micro-serum,1,0.41,UNCHECKED,UNREVIEWED,,0,3031391,Hantavirus Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596110512,
17241,Diuretics screening (urine),1,,1,,,,Diuretica screening (urine),Diuretica screening (urine),LAB-Tox-urine,1,0.53,UNCHECKED,UNREVIEWED,,0,3021108,Diuretics [Identifier] in Urine,Measurement,MAPS_TO,,<auto>,1687596110758,
11422,DENG.VIRUS (Blood),2,,2,,,,DENG.VIRUS (bloed),DENG.VIRUS (bloed),LAB-Viro-Micro-serum,1,0.23,UNCHECKED,UNREVIEWED,,0,3005074,Virus identified in Blood by Culture,Measurement,MAPS_TO,,<auto>,1687596110894,
17304,Galactomannan (blood),21,,21,,,,Galactomannan (bloed),Galactomannan (bloed),LAB-Viro-Micro-bloed,1,0.47,UNCHECKED,UNREVIEWED,,0,36303951,Galactomannan Ag [Presence] in Bronchoalveolar lavage,Measurement,MAPS_TO,,<auto>,1687596111083,
18922,Determination (other),26,,26,,,,Bepaling (overig),Bepaling (overig),LAB-Divers-diversen,1,0.23,UNCHECKED,UNREVIEWED,,0,36203525,Prenatal care location from Mother,Measurement,MAPS_TO,,<auto>,1687596111107,
11631,No.Cyl. (urine),867,,867,,,,Aant.Cyl. (urine),Aant.Cyl. (urine),LAB-Divers-urine,1,0.16,UNCHECKED,UNREVIEWED,,0,3029628,Adenosine monophosphate.cyclic stimulation panel - Urine,Measurement,MAPS_TO,,<auto>,1687596111184,
17242,Echinococcus granulosus (blood),1,,1,,,,Echinococcus granulosus (bloed),Echinococcus granulosus (bloed),LAB-Viro-Micro-bloed,1,0.60,UNCHECKED,UNREVIEWED,,0,3049849,Echinococcus granulosus Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596111207,
17422,Influenza A antigen (nasophar.wat),1,,1,,,,Influenza A antigeen (nasophar.wat),Influenza A antigeen (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.36,UNCHECKED,UNREVIEWED,,0,3044141,Influenza virus A Ag [Presence] in Nasopharynx,Measurement,MAPS_TO,,<auto>,1687596111251,
15749,HSV type 2 DNA PCR (sputum),18,,18,,,,HSV type 2 DNA PCR (sputum),HSV type 2 DNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.34,UNCHECKED,UNREVIEWED,,0,43534011,Herpes simplex virus DNA [Identifier] in Specimen by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596111396,
17305,Galactomannan (br.-alv.lav),103,,103,,,,Galactomannan (br.-alv.lav),Galactomannan (br.-alv.lav),LAB-Viro-Micro-BAL,1,0.35,APPROVED,EQUAL,Patrick Thoral,1696455628329,36303951,Galactomannan Ag [Presence] in Bronchoalveolar lavage,Measurement,MAPS_TO,,Patrick Thoral,1696455627575,
17245,Echinococcus multilocularis IgG (blood),1,,1,,,,Echinococcus multilocularis IgG (bloed),Echinococcus multilocularis IgG (bloed),LAB-Viro-Micro-bloed,1,0.55,UNCHECKED,UNREVIEWED,,0,3016387,Echinococcus sp IgG Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596111730,
11634,Number Krist (urine),768,,768,,,,Aant.Krist (urine),Aant.Krist (urine),LAB-Divers-urine,1,0.39,UNCHECKED,UNREVIEWED,,0,3018031,Number of Stones,Measurement,MAPS_TO,,<auto>,1687596111747,
15751,Mtub PCR (perica.fluid),4,,4,,,,Mtub PCR (perica.vocht),Mtub PCR (perica.vocht),LAB-Viro-Micro-perica.vocht,1,0.32,UNCHECKED,UNREVIEWED,,0,43533859,Bacteria.fluoroquinolone resistant identified in Anal by Organism specific culture,Measurement,MAPS_TO,,<auto>,1687596111836,
17425,Influenza A RNA PCR (biopsy),1,,1,,,,Influenza A RNA PCR (biopt),Influenza A RNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.36,UNCHECKED,UNREVIEWED,,0,3029994,Influenza virus A polymerase A RNA [Presence] in Isolate by Sequencing,Measurement,MAPS_TO,,<auto>,1687596111905,
18928,CEBPa mutation (bone marrow),9,,9,,,,CEBPa mutatie (beenmerg),CEBPa mutatie (beenmerg),LAB-Imm-beenmerg,1,0.58,UNCHECKED,UNREVIEWED,,0,44816923,CEBPA gene full mutation analysis in Bone marrow by Sequencing,Measurement,MAPS_TO,,<auto>,1687596111918,
17246,echinocytes (blood),468,,468,,,,echinocyten (bloed),echinocyten (bloed),LAB-Hem-bloed,1,0.40,UNCHECKED,UNREVIEWED,,0,44786795,Immature monocytes [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596112020,
17306,Galactomannan (liqueur),2,,2,,,,Galactomannan (liquor),Galactomannan (liquor),LAB-Viro-Micro-liquor,1,0.39,UNCHECKED,UNREVIEWED,,0,36303951,Galactomannan Ag [Presence] in Bronchoalveolar lavage,Measurement,MAPS_TO,,<auto>,1687596112190,
11636,Ery's (urine),5898,,5898,,,,Ery's (urine),Ery's (urine),LAB-Hem-urine,1,0.16,APPROVED,EQUAL,Patrick Thoral,1687598016002,3045424,Erythrocytes [Presence] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1687598015039,
11144,odor (semen),1,,1,,,,Geur (semen),Geur (semen),LAB-Divers-semen,1,0.34,UNCHECKED,UNREVIEWED,,0,3044880,Odor of Urine,Measurement,MAPS_TO,,<auto>,1687596112548,
17426,Influenza A RNA PCR (blood),2,,2,,,,Influenza A RNA PCR (bloed),Influenza A RNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.38,UNCHECKED,UNREVIEWED,,0,3029994,Influenza virus A polymerase A RNA [Presence] in Isolate by Sequencing,Measurement,MAPS_TO,,<auto>,1687596112603,
11641,Plav Epith (urine),3023,,3023,,,,Plav-Epith (urine),Plav-Epith (urine),LAB-Divers-urine,1,0.25,APPROVED,EQUIVALENT,Patrick Thoral,1687600721852,36303790,Epithelial cells [Presence] in Urine,Measurement,MAPS_TO,,Patrick Thoral,1687600720341,
18929,Conclusion MM (bone marrow),1,,1,,,,Conclusie MM (beenmerg),Conclusie MM (beenmerg),LAB-Hem-beenmerg,1,0.30,UNCHECKED,UNREVIEWED,,0,3048879,Bone marrow aspiration report,Measurement,MAPS_TO,,<auto>,1687596112858,
11147,Score Edit (semen),1,,1,,,,Score Bew. (semen),Score Bew. (semen),LAB-Divers-semen,1,0.26,UNCHECKED,UNREVIEWED,,0,1616927,LACE index score LACE index,Measurement,MAPS_TO,,<auto>,1687596112946,
15752,M. tuberculosis DNA PCR (punctate),14,,14,,,,M. tuberculosis DNA PCR (punctaat),M. tuberculosis DNA PCR (punctaat),LAB-Viro-Micro-punctaat,1,0.33,UNCHECKED,UNREVIEWED,,0,36303840,Mycobacterium tuberculosis DNA [Presence] in Cornea or Conjunctiva by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596112953,
17308,money roll formation (blood),120,,120,,,,geldrolvorming (bloed),geldrolvorming (bloed),LAB-Hem-bloed,1,0.25,UNCHECKED,UNREVIEWED,,0,43534078,Formate [Moles/volume] in Blood,Measurement,MAPS_TO,,<auto>,1687596113087,
18931,14-3-3 protein (liqueur),1,,1,,,,14-3-3 eiwit (liquor),14-3-3 eiwit (liquor),LAB-Imm-liquor,1,0.50,UNCHECKED,UNREVIEWED,,0,1176153,14-3-3 protein [Presence] in Tissue by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596113205,
11644,Round-Epith (urine),838,,838,,,,Rond-Epith (urine),Rond-Epith (urine),LAB-Divers-urine,1,0.22,UNCHECKED,UNREVIEWED,,0,1619025,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (CKD-EPI 2021)",Measurement,MAPS_TO,,<auto>,1687596113207,
17432,Influenza B antigen (nasophar.wat),1,,1,,,,Influenza B antigeen (nasophar.wat),Influenza B antigeen (nasophar.wat),LAB-Viro-Micro-nasophar.wat,1,0.38,UNCHECKED,UNREVIEWED,,0,3045831,Influenza virus B Ag [Presence] in Nasopharynx,Measurement,MAPS_TO,,<auto>,1687596113387,
11148,VIRUS type. (throat),4,,4,,,,VIRUS typ. (keel),VIRUS typ. (keel),LAB-Viro-Micro-keel,1,0.41,UNCHECKED,UNREVIEWED,,0,3028695,Virus identified in Throat by Immunofluorescence,Measurement,MAPS_TO,,<auto>,1687596113452,
11646,Collection (blood),515230,,515230,LOINC,47938-6,Specimen source [Identifier] of Body fluid,Afname (bloed),Afname (bloed),LAB-Astr-bloed,1,0.36,APPROVED,EQUAL,Patrick Thoral,1687597715485,3053213,Specimen source [Identifier] of Body fluid,Measurement,MAPS_TO,,Patrick Thoral,1687597713437,
17313,"Grippotyphosa, Grippotyphosa, Duyster (blood)",6,,6,,,,"Grippotyphosa, Grippotyphosa, Duyster (bloed)","Grippotyphosa, Grippotyphosa, Duyster (bloed)",LAB-Viro-Micro-bloed,1,0.27,UNCHECKED,UNREVIEWED,,0,3015248,Leptospira interrogans sv Grippotyphosa Ab [Titer] in Serum,Measurement,MAPS_TO,,<auto>,1687596113798,
11151,pellet (semen),1,,1,,,,Pellet (semen),Pellet (semen),LAB-Divers-semen,1,0.26,UNCHECKED,UNREVIEWED,,0,3013516,pH of Semen,Measurement,MAPS_TO,,<auto>,1687596113815,
17435,Influenza B RNA PCR (biopsy),1,,1,,,,Influenza B RNA PCR (biopt),Influenza B RNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.37,UNCHECKED,UNREVIEWED,,0,3033001,Influenza virus B RNA [Identifier] in Isolate by Sequencing,Measurement,MAPS_TO,,<auto>,1687596113943,
11648,Dysm.Ery's (urine),479,,479,,,,Dysm.Ery's (urine),Dysm.Ery's (urine),LAB-Divers-urine,1,0.17,UNCHECKED,UNREVIEWED,,0,21490810,Helium [VFr/PPres] Gas delivery system.expiratory limb --during expiration,Measurement,MAPS_TO,,<auto>,1687596114291,
15754,M. genus DNA PCR (punctate),6,,6,,,,M. genus DNA PCR (punctaat),M. genus DNA PCR (punctaat),LAB-Viro-Micro-punctaat,1,0.15,UNCHECKED,UNREVIEWED,,0,1988391,Morganella morganii DNA [Presence] in Urine by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596114295,
11160,VIRUS type. (pus),2,,2,,,,VIRUS typ. (pus),VIRUS typ. (pus),LAB-Viro-Micro-pus,1,0.26,UNCHECKED,UNREVIEWED,,0,3023687,Adenovirus type [Identifier] in Specimen by Neutralization test,Measurement,MAPS_TO,,<auto>,1687596114298,
18938,Autoantibodies against platelets (blood),1,,1,,,,Auto Antistoffen tegen trombocyten (bloed),Auto Antistoffen tegen trombocyten (bloed),LAB-Hem-bloed,1,0.26,UNCHECKED,UNREVIEWED,,0,3017451,Platelet associated Ab [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596114342,
17436,Influenza B RNA PCR (blood),2,,2,,,,Influenza B RNA PCR (bloed),Influenza B RNA PCR (bloed),LAB-Viro-Micro-bloed,1,0.40,UNCHECKED,UNREVIEWED,,0,3033001,Influenza virus B RNA [Identifier] in Isolate by Sequencing,Measurement,MAPS_TO,,<auto>,1687596114504,
17314,"Grippotyphosa, Grippotyphosa, Mandemakers (blood)",6,,6,,,,"Grippotyphosa, Grippotyphosa, Mandemakers (bloed)","Grippotyphosa, Grippotyphosa, Mandemakers (bloed)",LAB-Viro-Micro-bloed,1,0.32,UNCHECKED,UNREVIEWED,,0,1989451,Pacemaker type,Measurement,MAPS_TO,,<auto>,1687596114622,
18944,EVI-1 ov.exp (bone marrow),9,,9,,,,EVI-1 ov.exp (beenmerg),EVI-1 ov.exp (beenmerg),LAB-Imm-beenmerg,1,0.20,UNCHECKED,UNREVIEWED,,0,3048879,Bone marrow aspiration report,Measurement,MAPS_TO,,<auto>,1687596114723,
11178,RH immune. (blood),2,,2,,,,RH-immun. (bloed),RH-immun. (bloed),LAB-Hem-bloed,1,0.34,UNCHECKED,UNREVIEWED,,0,40758860,Inject Rh immune globulin [Mass],Measurement,MAPS_TO,,<auto>,1687596114836,
11649,Dysm.Ery's scr (urine),27,,27,,,,Dysm.Ery's scr (urine),Dysm.Ery's scr (urine),LAB-Divers-verz. urine,1,0.16,UNCHECKED,UNREVIEWED,,0,21490810,Helium [VFr/PPres] Gas delivery system.expiratory limb --during expiration,Measurement,MAPS_TO,,<auto>,1687596114857,
15759,Chl.tr.PCR (nasophar.wat)-LabZis2,1,,1,,,,Chl.tr.PCR (nasophar.wat)-LabZis2,Chl.tr.PCR-naso-LabZis2,LAB-LabZIS2_Ongebruikt,1,0.17,UNCHECKED,UNREVIEWED,,0,3008983,Thermoactinomyces vulgaris 2 Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596115147,
18945,FIP1L1-PDGFRα (bone marrow),1,,1,,,,FIP1L1-PDGFRa (beenmerg),FIP1L1-PDGFRa (beenmerg),LAB-Hem-beenmerg,1,0.31,UNCHECKED,UNREVIEWED,,0,40758222,PDGFRA gene rearrangements [Presence] in Blood or Tissue by Molecular genetics method,Measurement,MAPS_TO,,<auto>,1687596115187,
17702,Parainfluenza 4 RNA PCR (nasal),1,,1,,,,Parainfluenza 4 RNA PCR (neus),Parainfluenza 4 RNA PCR (neus),LAB-Viro-Micro-neus,1,0.42,UNCHECKED,UNREVIEWED,,0,40763470,Parainfluenza virus 4 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596115323,
11181,Y.ENTEROCO (blood),3,,3,,,,Y.ENTEROCO (bloed),Y.ENTEROCO (bloed),LAB-Viro-Micro-serum,1,0.23,UNCHECKED,UNREVIEWED,,0,21495317,Pulmonic valve Maximum regurgitant blood flow velocity.E wave by US.doppler,Measurement,MAPS_TO,,<auto>,1687596115330,
17441,Interferon gamma release assay INT (TBC) (blood),6,,6,,,,Interferon gamma release assay INT (TBC) (bloed),Interferon gamma release assay INT (TBC) (bloed),LAB-Viro-Micro-bloed,1,0.29,UNCHECKED,UNREVIEWED,,0,42869531,Gamma interferon background [Units/volume] in Blood by Immunoassay,Measurement,MAPS_TO,,<auto>,1687596115591,
18946,Note MM (bone marrow),1,,1,,,,Opmerking MM (beenmerg),Opmerking MM (beenmerg),LAB-Divers-beenmerg,1,0.33,UNCHECKED,UNREVIEWED,,0,3048879,Bone marrow aspiration report,Measurement,MAPS_TO,,<auto>,1687596115697,
12150,Anti HBsAg test value (blood),80,,80,,,,Anti HBsAg testwaarde (bloed),Anti HBsAg testwaarde (bloed),LAB-Viro-Micro-serum,1,0.21,UNCHECKED,UNREVIEWED,,0,3002772,Rift valley fever virus Ag [Presence] in Blood by Neutralization test,Measurement,MAPS_TO,,<auto>,1687596115706,
11183,AGGREGATION (blood),4,,4,,,,AGGREGATIE (bloed),AGGREGATIE (bloed),LAB-Hem-bloed,1,0.49,UNCHECKED,UNREVIEWED,,0,3002304,Body region Selection aggregation,Measurement,MAPS_TO,,<auto>,1687596115782,
15763,BK virus DNA PCR (liquor),3,,3,,,,BK virus DNA PCR (liquor),BK virus DNA PCR (liquor),LAB-Viro-Micro-liquor,1,0.50,UNCHECKED,UNREVIEWED,,0,40766205,BK virus DNA [Presence] in Blood,Measurement,MAPS_TO,,<auto>,1687596115785,
17703,Parainfluenza 4 RNA PCR (other),12,,12,,,,Parainfluenza 4 RNA PCR (overig),Parainfluenza 4 RNA PCR (overig),LAB-Viro-Micro-diversen,1,0.44,UNCHECKED,UNREVIEWED,,0,40763470,Parainfluenza virus 4 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596116089,
11342,Follow-Up (sat. urine),1,,1,,,,Follow-Up (verz. urine),Follow-Up (verz. urine),LAB-Divers-verz. urine,1,0.50,UNCHECKED,UNREVIEWED,,0,3016869,Follow-up expectation Cancer case,Measurement,MAPS_TO,,<auto>,1687596116151,
15764,Borrelia burgdorferi DNA PCR (liquor),4,,4,,,,Borrelia burgdorferi DNA PCR (liquor),Borrelia burgdorferi DNA PCR (liquor),LAB-Viro-Micro-liquor,1,0.54,UNCHECKED,UNREVIEWED,,0,3019687,Borrelia burgdorferi DNA [Presence] in Urine by Probe with amplification,Measurement,MAPS_TO,,<auto>,1687596116258,
18947,CEBPa mutation (blood),6,,6,,,,CEBPa mutatie (bloed),CEBPa mutatie (bloed),LAB-Imm-bloed,1,0.53,UNCHECKED,UNREVIEWED,,0,44816900,CEBPA gene full mutation analysis in Blood or Tissue by Sequencing,Measurement,MAPS_TO,,<auto>,1687596116282,
17446,"Javanica, Poi, Poi (blood)",6,,6,,,,"Javanica, Poi, Poi (bloed)","Javanica, Poi, Poi (bloed)",LAB-Viro-Micro-bloed,1,0.26,UNCHECKED,UNREVIEWED,,0,3019582,Leptospira interrogans sv Javanica Ab [Presence] in Serum,Measurement,MAPS_TO,,<auto>,1687596116286,
11190,R.CONERII (blood),5,,5,,,,R.CONERII (bloed),R.CONERII (bloed),LAB-Viro-Micro-serum,1,0.33,UNCHECKED,UNREVIEWED,,0,46235183,R-R interval.coefficient of variation by EKG,Measurement,MAPS_TO,,<auto>,1687596116308,
17706,Parainfluenza 4 RNA PCR (sputum),64,,64,,,,Parainfluenza 4 RNA PCR (sputum),Parainfluenza 4 RNA PCR (sputum),LAB-Viro-Micro-sputum,1,0.40,UNCHECKED,UNREVIEWED,,0,40763470,Parainfluenza virus 4 RNA [Presence] in Isolate by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596116668,
15765,Borrelia burgdorferi DNA PCR (biopsy),1,,1,,,,Borrelia burgdorferi DNA PCR (biopt),Borrelia burgdorferi DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.54,UNCHECKED,UNREVIEWED,,0,3019687,Borrelia burgdorferi DNA [Presence] in Urine by Probe with amplification,Measurement,MAPS_TO,,<auto>,1687596116720,
11192,Sediment (other),1,,1,,,,Sediment (overig),Sediment (overig),LAB-Divers-diversen,1,0.36,UNCHECKED,UNREVIEWED,,0,40761542,Other elements in Urine sediment,Measurement,MAPS_TO,,<auto>,1687596116742,
11348,Helicobacter pylori Ag (faeces),4,,4,,,,Helicobacter pylori Ag (faeces),Helicobacter pylori Ag (faeces),LAB-Viro-Micro-faeces,1,0.57,UNCHECKED,UNREVIEWED,,0,3013139,Helicobacter pylori Ag [Presence] in Stool,Measurement,MAPS_TO,,<auto>,1687596116770,
20053,Bacterial PCR IS-pro (pleural puncture),4,,4,,,,Bacteriële PCR IS-pro (pleurapunct.),Bacteriële PCR IS-pro (pleurapunct.),LAB-Viro-Micro-pleurapunct.,1,0.32,UNCHECKED,UNREVIEWED,,0,3034862,Arterial patency Wrist artery --pre arterial puncture,Measurement,MAPS_TO,,<auto>,1687596117045,
17447,JC virus DNA PCR (biopsy),2,,2,,,,JC virus DNA PCR (biopt),JC virus DNA PCR (biopt),LAB-Viro-Micro-biopt,1,0.39,UNCHECKED,UNREVIEWED,,0,3036431,JC virus DNA [Presence] in Urine by NAA with probe detection,Measurement,MAPS_TO,,<auto>,1687596117149,
