source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
12130-1,0,AUMC Meas Value,Van ander ziekenhuis,21499119,LOINC,1975-08-21,2099-12-31,
19635-5,0,AUMC Meas Value,Geen reactie,45877537,LOINC,1975-08-22,2099-12-31,
12130-2,0,AUMC Meas Value,Van andere afdeling,36307912,LOINC,1975-08-23,2099-12-31,
12130-3,0,AUMC Meas Value,Via Eerste Hulp,45884373,LOINC,1975-08-24,2099-12-31,
19635-6,0,AUMC Meas Value,Reactie op pijnprikkel,45883351,LOINC,1975-08-25,2099-12-31,
12130-4,0,AUMC Meas Value,Via Eerste Harthulp,45879101,LOINC,1975-08-26,2099-12-31,
19635-7,0,AUMC Meas Value,Reactie op verbale prikkel,45880465,LOINC,1975-08-27,2099-12-31,
19635-8,0,AUMC Meas Value,Spontane reactie,45880466,LOINC,1975-08-28,2099-12-31,
19636-7,0,AUMC Meas Value,Geen reactie,45878992,LOINC,1975-08-29,2099-12-31,
19636-8,0,AUMC Meas Value,Strekken,45878993,LOINC,1975-08-30,2099-12-31,
12290-1,0,AUMC Meas Value,Stand By,36310823,LOINC,1975-08-31,2099-12-31,
12290-2,0,AUMC Meas Value,PC,36308445,LOINC,1975-09-01,2099-12-31,
12290-3,0,AUMC Meas Value,VC,36308445,LOINC,1975-09-02,2099-12-31,
12290-4,0,AUMC Meas Value,PRVC,36308445,LOINC,1975-09-03,2099-12-31,
12290-5,0,AUMC Meas Value,VS,36308106,LOINC,1975-09-04,2099-12-31,
12290-6,0,AUMC Meas Value,SIMV(VC)+PS,36310227,LOINC,1975-09-05,2099-12-31,
19636-9,0,AUMC Meas Value,Decortatie reflex (abnormaal buigen),45879885,LOINC,1975-09-06,2099-12-31,
12290-8,0,AUMC Meas Value,PS/CPAP,45880365,LOINC,1975-09-07,2099-12-31,
12290-9,0,AUMC Meas Value,Bi Vente,45880365,LOINC,1975-09-08,2099-12-31,
12290-10,0,AUMC Meas Value,PC (No trig),36308445,LOINC,1975-09-09,2099-12-31,
12290-11,0,AUMC Meas Value,VC (No trig),36308445,LOINC,1975-09-10,2099-12-31,
19636-10,0,AUMC Meas Value,Spastische reactie (terugtrekken),45882047,LOINC,1975-09-11,2099-12-31,
12290-12,0,AUMC Meas Value,PRVC (No trig),36308445,LOINC,1975-09-12,2099-12-31,
19636-11,0,AUMC Meas Value,Localiseert pijn,45880467,LOINC,1975-09-13,2099-12-31,
12290-13,0,AUMC Meas Value,PS/CPAP (trig),45880365,LOINC,1975-09-14,2099-12-31,
12290-14,0,AUMC Meas Value,VC (trig),36308445,LOINC,1975-09-15,2099-12-31,
19636-12,0,AUMC Meas Value,Volgt verbale commando's op,45880468,LOINC,1975-09-16,2099-12-31,
12290-15,0,AUMC Meas Value,PRVC (trig),36308445,LOINC,1975-09-17,2099-12-31,
19637-9,0,AUMC Meas Value,Geïntubeerd,36311192,LOINC,1975-09-18,2099-12-31,
12290-16,0,AUMC Meas Value,PC in NIV,36308445,LOINC,1975-09-19,2099-12-31,
12290-17,0,AUMC Meas Value,PS/CPAP in NIV,45880365,LOINC,1975-09-20,2099-12-31,
12290-18,0,AUMC Meas Value,NAVA,45880365,LOINC,1975-09-21,2099-12-31,
12347-1,0,AUMC Meas Value,Stand By,36310823,LOINC,1975-09-22,2099-12-31,
12347-2,0,AUMC Meas Value,PC,36308445,LOINC,1975-09-23,2099-12-31,
12347-3,0,AUMC Meas Value,VC,36308445,LOINC,1975-09-24,2099-12-31,
19637-10,0,AUMC Meas Value,Geen reactie (geen zichtbare poging tot praten),45877384,LOINC,1975-09-25,2099-12-31,
12347-6,0,AUMC Meas Value,SIMV(VC)+PS,36310227,LOINC,1975-09-26,2099-12-31,
12347-7,0,AUMC Meas Value,SIMV(PC)+PS,36308445,LOINC,1975-09-27,2099-12-31,
12347-7,0,AUMC Meas Value,SIMV(PC)+PS,36310227,LOINC,1975-09-28,2099-12-31,
12347-8,0,AUMC Meas Value,PS/CPAP,45880365,LOINC,1975-09-29,2099-12-31,
19637-11,0,AUMC Meas Value,Onbegrijpelijke geluiden,45883352,LOINC,1975-09-30,2099-12-31,
12376-1,0,AUMC Meas Value,CPAP,45880365,LOINC,1975-10-01,2099-12-31,
12376-2,0,AUMC Meas Value,BIPAP,45880365,LOINC,1975-10-02,2099-12-31,
12497-1,0,AUMC Meas Value,+,9191,SNOMED,1975-10-03,2099-12-31,
12497-2,0,AUMC Meas Value,-,45878583,LOINC,1975-10-04,2099-12-31,
12498-1,0,AUMC Meas Value,+,9191,SNOMED,1975-10-05,2099-12-31,
12498-2,0,AUMC Meas Value,-,45878583,LOINC,1975-10-06,2099-12-31,
12499-1,0,AUMC Meas Value,+,9191,SNOMED,1975-10-07,2099-12-31,
12499-2,0,AUMC Meas Value,-,45878583,LOINC,1975-10-08,2099-12-31,
19637-12,0,AUMC Meas Value,"Onduidelijke woorden (pogingen tot communicatie, maar onduidelijk)",45877601,LOINC,1975-10-09,2099-12-31,
19637-13,0,AUMC Meas Value,Verwarde conversatie,45883906,LOINC,1975-10-10,2099-12-31,
12510-1,0,AUMC Meas Value,-,45878583,LOINC,1975-10-11,2099-12-31,
12510-2,0,AUMC Meas Value,+,45884084,LOINC,1975-10-12,2099-12-31,
12511-1,0,AUMC Meas Value,-,45878583,LOINC,1975-10-13,2099-12-31,
12511-2,0,AUMC Meas Value,+,45884084,LOINC,1975-10-14,2099-12-31,
12512-1,0,AUMC Meas Value,-,45878583,LOINC,1975-10-15,2099-12-31,
12512-2,0,AUMC Meas Value,+,45884084,LOINC,1975-10-16,2099-12-31,
19637-14,0,AUMC Meas Value,Helder en adequaat (communicatie mogelijk),45877602,LOINC,1975-10-17,2099-12-31,
19638-9,0,AUMC Meas Value,Geen reactie,45877537,LOINC,1975-10-18,2099-12-31,
19638-10,0,AUMC Meas Value,Reactie op pijnprikkel,45883351,LOINC,1975-10-19,2099-12-31,
19638-11,0,AUMC Meas Value,Reactie op verbale prikkel,45880465,LOINC,1975-10-20,2099-12-31,
19638-12,0,AUMC Meas Value,Spontane reactie,45880466,LOINC,1975-10-21,2099-12-31,
19639-13,0,AUMC Meas Value,Geen reactie,45878992,LOINC,1975-10-22,2099-12-31,
19639-14,0,AUMC Meas Value,Strekken,45878993,LOINC,1975-10-23,2099-12-31,
12519-1,0,AUMC Meas Value,Waterig,36308163,LOINC,1975-10-24,2099-12-31,
12519-2,0,AUMC Meas Value,Kleverig,21498935,LOINC,1975-10-25,2099-12-31,
19639-15,0,AUMC Meas Value,Decortatie reflex (abnormaal buigen),45879885,LOINC,1975-10-26,2099-12-31,
19639-16,0,AUMC Meas Value,Spastische reactie (terugtrekken),45882047,LOINC,1975-10-27,2099-12-31,
19639-17,0,AUMC Meas Value,Localiseert pijn,45880467,LOINC,1975-10-28,2099-12-31,
19639-18,0,AUMC Meas Value,Volgt verbale commando's op,45880468,LOINC,1975-10-29,2099-12-31,
19640-15,0,AUMC Meas Value,Geïntubeerd,36311192,LOINC,1975-10-30,2099-12-31,
19640-16,0,AUMC Meas Value,Geen reactie (geen zichtbare poging tot praten),45877384,LOINC,1975-10-31,2099-12-31,
19640-17,0,AUMC Meas Value,Onbegrijpelijke geluiden,45883352,LOINC,1975-11-01,2099-12-31,
19640-18,0,AUMC Meas Value,"Onduidelijke woorden (pogingen tot communicatie, maar onduidelijk)",45877601,LOINC,1975-11-02,2099-12-31,
19640-19,0,AUMC Meas Value,Verwarde conversatie,45883906,LOINC,1975-11-03,2099-12-31,
19640-20,0,AUMC Meas Value,Helder en adequaat (communicatie mogelijk),45877602,LOINC,1975-11-04,2099-12-31,
14846-1,0,AUMC Meas Value,SCUF,1989823,LOINC,1975-11-05,2099-12-31,
14846-2,0,AUMC Meas Value,CVVH,1990234,LOINC,1975-11-06,2099-12-31,
14846-3,0,AUMC Meas Value,HVCVVH,1990234,LOINC,1975-11-07,2099-12-31,
14846-4,0,AUMC Meas Value,CVVHDF,1989712,LOINC,1975-11-08,2099-12-31,
12560-2,0,AUMC Meas Value,Ventilation,36662365,LOINC,1975-11-09,2099-12-31,
12560-3,0,AUMC Meas Value,Disconnected,45882367,LOINC,1975-11-10,2099-12-31,
12621-1,0,AUMC Meas Value,Voeden,45884197,LOINC,1975-11-11,2099-12-31,
12621-2,0,AUMC Meas Value,Hevelen (passief),45877455,LOINC,1975-11-12,2099-12-31,
12621-3,0,AUMC Meas Value,Zuigdrainage,36308850,LOINC,1975-11-13,2099-12-31,
12109-12,0,AUMC Meas Value,Schoonvader,45883614,LOINC,1975-11-14,2099-12-31,
15172-1,0,AUMC Meas Value,0 - geen pijn,45880017,LOINC,1975-11-15,2099-12-31,
15172-2,0,AUMC Meas Value,1,46237898,LOINC,1975-11-16,2099-12-31,
15172-3,0,AUMC Meas Value,2,46237318,LOINC,1975-11-17,2099-12-31,
15172-4,0,AUMC Meas Value,3,46238085,LOINC,1975-11-18,2099-12-31,
15172-5,0,AUMC Meas Value,4,46237738,LOINC,1975-11-19,2099-12-31,
12109-13,0,AUMC Meas Value,Schoonmoeder,45883614,LOINC,1975-11-20,2099-12-31,
15172-6,0,AUMC Meas Value,5,46237273,LOINC,1975-11-21,2099-12-31,
15172-7,0,AUMC Meas Value,6,46237319,LOINC,1975-11-22,2099-12-31,
15172-8,0,AUMC Meas Value,7,46237842,LOINC,1975-11-23,2099-12-31,
15172-9,0,AUMC Meas Value,8,46237274,LOINC,1975-11-24,2099-12-31,
15172-10,0,AUMC Meas Value,9,46237739,LOINC,1975-11-25,2099-12-31,
15172-11,0,AUMC Meas Value,10 - ondraaglijke pijn,46237547,LOINC,1975-11-26,2099-12-31,
15172-12,0,AUMC Meas Value,N.v.t.,45880107,LOINC,1975-11-27,2099-12-31,
15295-1,0,AUMC Meas Value,Gecuffed,36311248,LOINC,1975-11-28,2099-12-31,
12109-17,0,AUMC Meas Value,Schoonzoon,45877336,LOINC,1975-11-29,2099-12-31,
15295-2,0,AUMC Meas Value,Ontcuffed,36311029,LOINC,1975-11-30,2099-12-31,
12109-19,0,AUMC Meas Value,Schoondochter,45877070,LOINC,1975-12-01,2099-12-31,
12109-20,0,AUMC Meas Value,Vriend,36210197,LOINC,1975-12-02,2099-12-31,
12109-21,0,AUMC Meas Value,Vriendin,45877334,LOINC,1975-12-03,2099-12-31,
12109-26,0,AUMC Meas Value,Buurman,36210402,LOINC,1975-12-04,2099-12-31,
12109-27,0,AUMC Meas Value,Buurvrouw,36210402,LOINC,1975-12-05,2099-12-31,
15808-1,0,AUMC Meas Value,Ja,9191,SNOMED,1975-12-06,2099-12-31,
15808-2,0,AUMC Meas Value,Nee,9189,SNOMED,1975-12-07,2099-12-31,
15808-3,0,AUMC Meas Value,Onbekend,45877986,LOINC,1975-12-08,2099-12-31,
16054-1,0,AUMC Meas Value,Sereus,4105064,SNOMED,1975-12-09,2099-12-31,
16054-3,0,AUMC Meas Value,Hemorragisch,4116701,SNOMED,1975-12-10,2099-12-31,
16055-5,0,AUMC Meas Value,Sereus,4105064,SNOMED,1975-12-11,2099-12-31,
16055-7,0,AUMC Meas Value,Hemorragisch,4116701,SNOMED,1975-12-12,2099-12-31,
16056-9,0,AUMC Meas Value,Sereus,4105064,SNOMED,1975-12-13,2099-12-31,
16056-11,0,AUMC Meas Value,Hemorragisch,4116701,SNOMED,1975-12-14,2099-12-31,
16057-13,0,AUMC Meas Value,Sereus,4105064,SNOMED,1975-12-15,2099-12-31,
16057-15,0,AUMC Meas Value,Hemorragisch,4116701,SNOMED,1975-12-16,2099-12-31,
16058-17,0,AUMC Meas Value,Sereus,4105064,SNOMED,1975-12-17,2099-12-31,
16058-19,0,AUMC Meas Value,Hemorragisch,4116701,SNOMED,1975-12-18,2099-12-31,
16059-21,0,AUMC Meas Value,Sereus,4105064,SNOMED,1975-12-19,2099-12-31,
16059-23,0,AUMC Meas Value,Hemorragisch,4116701,SNOMED,1975-12-20,2099-12-31,
16182-11,0,AUMC Meas Value,11,45881814,LOINC,1975-12-21,2099-12-31,
16182-12,0,AUMC Meas Value,12,45882131,LOINC,1975-12-22,2099-12-31,
19239-1,0,AUMC Meas Value,0,45878583,LOINC,1975-12-23,2099-12-31,
19239-2,0,AUMC Meas Value,1,45884084,LOINC,1975-12-24,2099-12-31,
19240-3,0,AUMC Meas Value,0,45878583,LOINC,1975-12-25,2099-12-31,
19240-4,0,AUMC Meas Value,1,45884084,LOINC,1975-12-26,2099-12-31,
19241-5,0,AUMC Meas Value,0,45878583,LOINC,1975-12-27,2099-12-31,
19241-6,0,AUMC Meas Value,1,45884084,LOINC,1975-12-28,2099-12-31,
19242-7,0,AUMC Meas Value,0,45878583,LOINC,1975-12-29,2099-12-31,
19242-8,0,AUMC Meas Value,1,45884084,LOINC,1975-12-30,2099-12-31,
19243-9,0,AUMC Meas Value,0,45878583,LOINC,1975-12-31,2099-12-31,
19243-10,0,AUMC Meas Value,1,45884084,LOINC,1976-01-01,2099-12-31,
13066-1,0,AUMC Meas Value,Geen geluid,45877384,LOINC,1976-01-02,2099-12-31,
13397-1,0,AUMC Meas Value,"Verwijderen tube, lijnen",45881315,LOINC,1976-01-03,2099-12-31,
13066-2,0,AUMC Meas Value,Onverstaanbare woorden,45883352,LOINC,1976-01-04,2099-12-31,
13397-2,0,AUMC Meas Value,"Vallen, weglopen",45878578,LOINC,1976-01-05,2099-12-31,
13066-3,0,AUMC Meas Value,Onjuiste woorden,45877601,LOINC,1976-01-06,2099-12-31,
13066-4,0,AUMC Meas Value,Verwarde taal,45883906,LOINC,1976-01-07,2099-12-31,
13066-5,0,AUMC Meas Value,Georiënteerd,45877602,LOINC,1976-01-08,2099-12-31,
13072-1,0,AUMC Meas Value,Geen reactie,45878992,LOINC,1976-01-09,2099-12-31,
13072-2,0,AUMC Meas Value,Strekken op pijn,45878993,LOINC,1976-01-10,2099-12-31,
13072-3,0,AUMC Meas Value,Abnormaal buigen bij pijn,45879885,LOINC,1976-01-11,2099-12-31,
13072-4,0,AUMC Meas Value,Terugtrekken bij pijn,45882047,LOINC,1976-01-12,2099-12-31,
13072-5,0,AUMC Meas Value,Localiseren pijn,45880467,LOINC,1976-01-13,2099-12-31,
13072-6,0,AUMC Meas Value,Voert opdrachten uit,45880468,LOINC,1976-01-14,2099-12-31,
13077-1,0,AUMC Meas Value,Niet,45877537,LOINC,1976-01-15,2099-12-31,
13077-2,0,AUMC Meas Value,Op pijn,45884209,LOINC,1976-01-16,2099-12-31,
13077-3,0,AUMC Meas Value,Op aanspreken,45876254,LOINC,1976-01-17,2099-12-31,
13077-4,0,AUMC Meas Value,Spontaan,45880466,LOINC,1976-01-18,2099-12-31,
13078-1,0,AUMC Meas Value,Acute opname,4093606,SNOMED,1976-01-19,2099-12-31,
13078-2,0,AUMC Meas Value,Electieve opname,45882241,LOINC,1976-01-20,2099-12-31,
13078-3,0,AUMC Meas Value,Spoedchirurgie,21498958,LOINC,1976-01-21,2099-12-31,
13943-5,0,AUMC Meas Value,Bloederig,45880455,LOINC,1976-01-22,2099-12-31,
13943-6,0,AUMC Meas Value,Helder,4139810,SNOMED,1976-01-23,2099-12-31,
13943-7,0,AUMC Meas Value,Rose,4159775,SNOMED,1976-01-24,2099-12-31,
13943-8,0,AUMC Meas Value,Troebel,4136247,SNOMED,1976-01-25,2099-12-31,
13944-3,0,AUMC Meas Value,Open,763006,SNOMED,1976-01-26,2099-12-31,
13944-4,0,AUMC Meas Value,Dicht,4104200,SNOMED,1976-01-27,2099-12-31,
14139-2,0,AUMC Meas Value,OK,45878574,LOINC,1976-01-28,2099-12-31,
16995-2,0,AUMC Meas Value,Spoed chirurgie,21498958,LOINC,1976-01-29,2099-12-31,
16995-3,0,AUMC Meas Value,Geplande chirurgie,45882241,LOINC,1976-01-30,2099-12-31,
16995-4,0,AUMC Meas Value,Overleden voor IC-opname,45884314,LOINC,1976-01-31,2099-12-31,
14169-1,0,AUMC Meas Value,PercuTwist dilatatie-schroef,21499034,LOINC,1976-02-01,2099-12-31,
14169-3,0,AUMC Meas Value,Portex Ultraperc Single-step dilatatie,21499034,LOINC,1976-02-02,2099-12-31,
14169-4,0,AUMC Meas Value,Minitrach,36662513,LOINC,1976-02-03,2099-12-31,
14444-1,0,AUMC Meas Value,+4 strijdlustig,45877463,LOINC,1976-02-04,2099-12-31,
14444-2,0,AUMC Meas Value,+3 erg geagiteerd,46237198,LOINC,1976-02-05,2099-12-31,
14444-3,0,AUMC Meas Value,+2 geagiteerd,46237198,LOINC,1976-02-06,2099-12-31,
14444-4,0,AUMC Meas Value,+1 onrustig,45881739,LOINC,1976-02-07,2099-12-31,
14444-5,0,AUMC Meas Value,0 alert en kalm,45884808,LOINC,1976-02-08,2099-12-31,
14444-6,0,AUMC Meas Value,-1 slaperig,45877871,LOINC,1976-02-09,2099-12-31,
14444-7,0,AUMC Meas Value,-2 lichte sedatie,46237183,LOINC,1976-02-10,2099-12-31,
14444-8,0,AUMC Meas Value,-3 matige sedatie,1990543,LOINC,1976-02-11,2099-12-31,
14444-9,0,AUMC Meas Value,-4 diepe sedatie,45879434,LOINC,1976-02-12,2099-12-31,
14444-10,0,AUMC Meas Value,-5 niet wekbaar,45880051,LOINC,1976-02-13,2099-12-31,
14469-4,0,AUMC Meas Value,Acute opname,4093606,SNOMED,1976-02-14,2099-12-31,
14469-5,0,AUMC Meas Value,Electieve opname,45882241,LOINC,1976-02-15,2099-12-31,
14469-6,0,AUMC Meas Value,Spoedchirurgie,21498958,LOINC,1976-02-16,2099-12-31,
14470-5,0,AUMC Meas Value,Niet,45877537,LOINC,1976-02-17,2099-12-31,
14470-7,0,AUMC Meas Value,Op aanspreken,45876254,LOINC,1976-02-18,2099-12-31,
14470-8,0,AUMC Meas Value,Spontaan,45881530,LOINC,1976-02-19,2099-12-31,
14476-7,0,AUMC Meas Value,Geen reactie,45878992,LOINC,1976-02-20,2099-12-31,
14476-10,0,AUMC Meas Value,Terugtrekken bij pijn,45882047,LOINC,1976-02-21,2099-12-31,
14476-11,0,AUMC Meas Value,Localiseren pijn,45880467,LOINC,1976-02-22,2099-12-31,
14476-12,0,AUMC Meas Value,Voert opdrachten uit,45880468,LOINC,1976-02-23,2099-12-31,
14482-6,0,AUMC Meas Value,Geen geluid,45877384,LOINC,1976-02-24,2099-12-31,
14482-9,0,AUMC Meas Value,Verwarde taal,45883906,LOINC,1976-02-25,2099-12-31,
14482-10,0,AUMC Meas Value,Georiënteerd,45877602,LOINC,1976-02-26,2099-12-31,
19288-1,0,AUMC Meas Value,+,45884084,LOINC,1976-02-27,2099-12-31,
19288-3,0,AUMC Meas Value,+/-,45884091,LOINC,1976-02-28,2099-12-31,
19289-4,0,AUMC Meas Value,+,45884084,LOINC,1976-02-29,2099-12-31,
19289-5,0,AUMC Meas Value,-,45878583,LOINC,1976-03-01,2099-12-31,
19289-6,0,AUMC Meas Value,+/-,45884091,LOINC,1976-03-02,2099-12-31,
19290-7,0,AUMC Meas Value,+,45884084,LOINC,1976-03-03,2099-12-31,
19290-8,0,AUMC Meas Value,-,45878583,LOINC,1976-03-04,2099-12-31,
19290-9,0,AUMC Meas Value,+/-,45884091,LOINC,1976-03-05,2099-12-31,
19291-10,0,AUMC Meas Value,+,45884084,LOINC,1976-03-06,2099-12-31,
19291-11,0,AUMC Meas Value,-,45878583,LOINC,1976-03-07,2099-12-31,
19291-12,0,AUMC Meas Value,+/-,45884091,LOINC,1976-03-08,2099-12-31,
19376-1,0,AUMC Meas Value,Nee,45878245,LOINC,1976-03-09,2099-12-31,
19596-1,0,AUMC Meas Value,niet,45878583,LOINC,1976-03-10,2099-12-31,
8832-7,0,AUMC Meas Value,7 mm,45877461,LOINC,1976-03-11,2099-12-31,
8832-8,0,AUMC Meas Value,8 mm,45884806,LOINC,1976-03-12,2099-12-31,
8832-9,0,AUMC Meas Value,Pinpoint,1989702,LOINC,1976-03-13,2099-12-31,
8832-10,0,AUMC Meas Value,Niet getest,45882933,LOINC,1976-03-14,2099-12-31,
8833-1,0,AUMC Meas Value,1 mm,45881054,LOINC,1976-03-15,2099-12-31,
8833-2,0,AUMC Meas Value,2 mm,45884805,LOINC,1976-03-16,2099-12-31,
8833-3,0,AUMC Meas Value,3 mm,45880155,LOINC,1976-03-17,2099-12-31,
8833-4,0,AUMC Meas Value,4 mm,45877193,LOINC,1976-03-18,2099-12-31,
8833-5,0,AUMC Meas Value,5 mm,45883038,LOINC,1976-03-19,2099-12-31,
8833-6,0,AUMC Meas Value,6 mm,45883904,LOINC,1976-03-20,2099-12-31,
8833-7,0,AUMC Meas Value,7 mm,45877461,LOINC,1976-03-21,2099-12-31,
8833-8,0,AUMC Meas Value,8 mm,45884806,LOINC,1976-03-22,2099-12-31,
8833-9,0,AUMC Meas Value,Pinpoint,1989702,LOINC,1976-03-23,2099-12-31,
8833-10,0,AUMC Meas Value,Niet getest,45882933,LOINC,1976-03-24,2099-12-31,
8891-1,0,AUMC Meas Value,Gedaan,45877935,LOINC,1976-03-25,2099-12-31,
8891-2,0,AUMC Meas Value,Niet Gedaan,45884119,LOINC,1976-03-26,2099-12-31,
8892-1,0,AUMC Meas Value,Gedaan,45877935,LOINC,1976-03-27,2099-12-31,
8892-2,0,AUMC Meas Value,Niet Gedaan,45884119,LOINC,1976-03-28,2099-12-31,
8893-1,0,AUMC Meas Value,Gedaan,45877935,LOINC,1976-03-29,2099-12-31,
8893-2,0,AUMC Meas Value,Niet Gedaan,45884119,LOINC,1976-03-30,2099-12-31,
8897-9,0,AUMC Meas Value,geen,45884119,LOINC,1976-03-31,2099-12-31,
8898-1,0,AUMC Meas Value,Geen,45878582,LOINC,1976-04-01,2099-12-31,
20148-14,0,AUMC Meas Value,+1 onrustig,45881739,LOINC,1976-04-02,2099-12-31,
20148-15,0,AUMC Meas Value,0 alert en kalm,45884808,LOINC,1976-04-03,2099-12-31,
20148-16,0,AUMC Meas Value,-1 slaperig,45877871,LOINC,1976-04-04,2099-12-31,
8898-6,0,AUMC Meas Value,Hypertensie,45876622,LOINC,1976-04-05,2099-12-31,
20148-17,0,AUMC Meas Value,-2 lichte sedatie,46237183,LOINC,1976-04-06,2099-12-31,
20148-18,0,AUMC Meas Value,-3 matige sedatie,1990543,LOINC,1976-04-07,2099-12-31,
20148-19,0,AUMC Meas Value,-4 diepe sedatie,45879434,LOINC,1976-04-08,2099-12-31,
20148-20,0,AUMC Meas Value,-5 niet wekbaar,45880051,LOINC,1976-04-09,2099-12-31,
9232-1,0,AUMC Meas Value,"1 wakker, angstig, geagiteerd of rusteloos",46237198,LOINC,1976-04-10,2099-12-31,
9232-2,0,AUMC Meas Value,"2 wakker, cooperatief, georiënteerd en rustig",45884808,LOINC,1976-04-11,2099-12-31,
9232-4,0,AUMC Meas Value,"4 in slaap, maar snelle respons op prikkel",46237183,LOINC,1976-04-12,2099-12-31,
9232-5,0,AUMC Meas Value,"5 inslaap, trage, slome reaktie op prikkel",1989832,LOINC,1976-04-13,2099-12-31,
9232-6,0,AUMC Meas Value,"6 in slaap, helemaal geen reactie",45880051,LOINC,1976-04-14,2099-12-31,
9358-1,0,AUMC Meas Value,Open,763006,SNOMED,1976-04-15,2099-12-31,
9358-2,0,AUMC Meas Value,Dicht,4104200,SNOMED,1976-04-16,2099-12-31,
9359-1,0,AUMC Meas Value,Open,763006,SNOMED,1976-04-17,2099-12-31,
9359-2,0,AUMC Meas Value,Dicht,4104200,SNOMED,1976-04-18,2099-12-31,
9534-1,0,AUMC Meas Value,IPPV,36308445,LOINC,1976-04-19,2099-12-31,
9534-2,0,AUMC Meas Value,IPPV_Assist,45880365,LOINC,1976-04-20,2099-12-31,
9534-3,0,AUMC Meas Value,CPPV,36308445,LOINC,1976-04-21,2099-12-31,
9534-4,0,AUMC Meas Value,CPPV_Assist,45880365,LOINC,1976-04-22,2099-12-31,
9534-5,0,AUMC Meas Value,SIMV,36308445,LOINC,1976-04-23,2099-12-31,
9534-6,0,AUMC Meas Value,SIMV_ASB,45880365,LOINC,1976-04-24,2099-12-31,
9534-7,0,AUMC Meas Value,ASB,45880365,LOINC,1976-04-25,2099-12-31,
9534-8,0,AUMC Meas Value,CPAP,45880365,LOINC,1976-04-26,2099-12-31,
9534-9,0,AUMC Meas Value,CPAP_ASB,45880365,LOINC,1976-04-27,2099-12-31,
9534-10,0,AUMC Meas Value,MMV,36308445,LOINC,1976-04-28,2099-12-31,
9534-11,0,AUMC Meas Value,MMV_ASB,45880365,LOINC,1976-04-29,2099-12-31,
9534-12,0,AUMC Meas Value,BIPAP,45880365,LOINC,1976-04-30,2099-12-31,
9534-13,0,AUMC Meas Value,Pressure Controled,36308445,LOINC,1976-05-01,2099-12-31,
9652-15,0,AUMC Meas Value,BIPAP/ASB,45880365,LOINC,1976-05-02,2099-12-31,
16602-7,0,AUMC Meas Value,Overig,9177,SNOMED,1976-05-03,2099-12-31,
10467-1,0,AUMC Meas Value,Gehuwd,45876756,LOINC,1976-05-04,2099-12-31,
16604-8,0,AUMC Meas Value,Overig,9177,SNOMED,1976-05-05,2099-12-31,
10467-2,0,AUMC Meas Value,Gescheiden,45883375,LOINC,1976-05-06,2099-12-31,
16606-2,0,AUMC Meas Value,FFP’s,36310033,LOINC,1976-05-07,2099-12-31,
10467-3,0,AUMC Meas Value,Ongehuwd,45881671,LOINC,1976-05-08,2099-12-31,
10467-4,0,AUMC Meas Value,Samenwonend,1620470,LOINC,1976-05-09,2099-12-31,
16606-3,0,AUMC Meas Value,Thrombocytenconcentraat,36310193,LOINC,1976-05-10,2099-12-31,
10467-5,0,AUMC Meas Value,Weduwe/Weduwnaar,45883711,LOINC,1976-05-11,2099-12-31,
16606-10,0,AUMC Meas Value,Overig,9177,SNOMED,1976-05-12,2099-12-31,
16627-4,0,AUMC Meas Value,Acute opname,4093606,SNOMED,1976-05-13,2099-12-31,
16627-5,0,AUMC Meas Value,Electieve opname,45882241,LOINC,1976-05-14,2099-12-31,
16627-6,0,AUMC Meas Value,Spoedchirurgie,21498958,LOINC,1976-05-15,2099-12-31,
16628-5,0,AUMC Meas Value,Niet,45877537,LOINC,1976-05-16,2099-12-31,
16628-6,0,AUMC Meas Value,Op pijn,45884209,LOINC,1976-05-17,2099-12-31,
16628-7,0,AUMC Meas Value,Op aanspreken,45876254,LOINC,1976-05-18,2099-12-31,
16628-8,0,AUMC Meas Value,Spontaan,45880466,LOINC,1976-05-19,2099-12-31,
16634-7,0,AUMC Meas Value,Geen reactie,45878992,LOINC,1976-05-20,2099-12-31,
16634-8,0,AUMC Meas Value,Strekken op pijn,45878993,LOINC,1976-05-21,2099-12-31,
16634-9,0,AUMC Meas Value,Abnormaal buigen bij pijn,45879885,LOINC,1976-05-22,2099-12-31,
16634-10,0,AUMC Meas Value,Terugtrekken bij pijn,45882047,LOINC,1976-05-23,2099-12-31,
10470-1,0,AUMC Meas Value,Klaar voor IC ontslag,36310832,LOINC,1976-05-24,2099-12-31,
16634-12,0,AUMC Meas Value,Voert opdrachten uit,45880468,LOINC,1976-05-25,2099-12-31,
16640-6,0,AUMC Meas Value,Geen geluid,45877384,LOINC,1976-05-26,2099-12-31,
16640-7,0,AUMC Meas Value,Onverstaanbare woorden,45883352,LOINC,1976-05-27,2099-12-31,
10470-3,0,AUMC Meas Value,Overleden - Geen Obductie,45881348,LOINC,1976-05-28,2099-12-31,
16640-8,0,AUMC Meas Value,Onjuiste woorden,45877601,LOINC,1976-05-29,2099-12-31,
10470-4,0,AUMC Meas Value,Overleden - Obductie,45881348,LOINC,1976-05-30,2099-12-31,
16640-9,0,AUMC Meas Value,Verwarde taal,45883906,LOINC,1976-05-31,2099-12-31,
