sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:vocabulary_id,ADD_INFO:vocabulary_concept_code,ADD_INFO:vocabulary_concept_name,ADD_INFO:source_concept,ADD_INFO:abbreviation,ADD_INFO:ordercategory,ADD_INFO:category,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
14883-56,1/2 serving of vegetables,801,,,,,1/2 portie groente,1/2 portie groente,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.44,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
19172-42,3/4 Water ice,6,,,,,3/4  Waterijs,3/4  Waterijs,Voeding Drinken,Voeding-Intake-Vocht,0.34,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
13006-71,Thiamazole (Strumazole),292,,,,,Thiamazol (Strumazol),Thiamazol (Strumazol),Niet iv Hormonen/Vitaminen/Mineralen,Medicatie,0.64,UNCHECKED,UNREVIEWED,,0,1504620,methimazole,Drug,MAPS_TO,,<auto>,1686702745372,
14986-56,1 cheese spread,538,,,,,1 smeerkaas,1 smeerkaas,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.31,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
9105-27,Sodium thiosulfate,10,,,,,Natriumthiosulfaat,Natriumthiosulfaat,Injecties Overig,Medicatie,0.93,APPROVED,EQUAL,Patrick Thoral,1693505059590,36882929,sodium thiosulfate 250 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1693505057718,
14987-56,1/4 cheese spread,15,,,,,1/4 smeerkaas,1/4 smeerkaas,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.29,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
13007-30,Valsartan (Diovan),449,,,,,Valsartan (Diovan),Valsartan (Diovan),Niet iv Circulatie/Diurese,Medicatie,0.68,APPROVED,EQUAL,Patrick Thoral,1711151262423,40100659,valsartan Oral Tablet [Diovan],Drug,MAPS_TO,,<auto>,1686702746718,
19210-32,Levocetirizine (Xyzal),25,,,,,Levocetirizine (Xyzal),Levocetirizine (Xyzal),Niet iv Overig,Medicatie,0.63,UNCHECKED,UNREVIEWED,,0,40141726,levocetirizine Oral Tablet [Xyzal],Drug,MAPS_TO,,<auto>,1686702747024,
9109-21,Neomycin sulfate,98,,,,,Neomycine sulfaat,Neomycine sulfaat,Niet iv Antimicrobiele middelen,Medicatie,0.91,UNCHECKED,UNREVIEWED,,0,40167223,neomycin sulfate 500 MG,Drug,MAPS_TO,,<auto>,1686702747568,
14884-56,3/4 serving of vegetables,286,,,,,3/4 portie groente,3/4 portie groente,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.40,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
14988-56,1/2 cheese spread,28,,,,,1/2 smeerkaas,1/2 smeerkaas,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.34,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
13008-31,Ursodeoxycholic acid (Ursochol),486,,,,,Ursodeoxycholzuur (Ursochol),Ursodeoxycholzuur (Ursochol),Niet iv Tractus Digestivus,Medicatie,0.66,APPROVED,EQUAL,Patrick Thoral,1711151257382,43819954,Ursodeoxycholate Oral Tablet [Ursochol],Drug,MAPS_TO,,Patrick Thoral,1711151256189,
14853-56,1 portion of potatoes/mashed potatoes,924,,,,,1 portie aardappelen/aardappelpuree,1 portie aardappelen/aardappelpuree,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.16,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
19211-67,Somatropin (Zomacton),1,,,,,Somatropine (Zomacton),Somatropine (Zomacton),Injecties Hormonen/Vitaminen/Mineralen,Medicatie,0.50,APPROVED,EQUAL,Patrick Thoral,1693506139302,46221381,somatropin 10 MG/ML Injectable Solution [Zomacton],Drug,MAPS_TO,,Patrick Thoral,1693506136761,
9111-25,Filgrastim (Neupogen 30),576,,,,,Filgrastim (Neupogen 30),Filgrastim,Injecties Haematologisch,Medicatie,0.62,APPROVED,EQUAL,Patrick Thoral,1711150442615,43034294,Filgrastim 0.6 MG/ML Injectable Solution [Neupogen],Drug,MAPS_TO,,Patrick Thoral,1711150441414,
14989-56,3/4 cheese spread,13,,,,,3/4 smeerkaas,3/4 smeerkaas,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.29,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
13012-29,olanzapine,1632,,ATC,N05AH03,olanzapine,Olanzapine (Zyprexa),Olanzapine (Zyprexa),Niet iv CZS/Sedatie/Analgetica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696638668820,19016821,olanzapine 10 MG Oral Tablet [Zyprexa],Drug,MAPS_TO,,Patrick Thoral,1696638668035,
19212-71,Microgynon,61,,,,,Microgynon,Microgynon,Niet iv Hormonen/Vitaminen/Mineralen,Medicatie,0.59,APPROVED,EQUAL,Patrick Thoral,1690487724658,21148776,Ethinyl Estradiol 0.03 MG / Levonorgestrel 0.15 MG [Microgynon],Drug,MAPS_TO,,Patrick Thoral,1690487722715,
9112-29,Nitrazepam,22,,,,,Nitrazepam,Nitrazepam,Niet iv CZS/Sedatie/Analgetica,Medicatie,1.00,UNCHECKED,UNREVIEWED,,0,19020021,nitrazepam,Drug,MAPS_TO,,<auto>,1686702749690,
19213-30,perindopril,241,,ATC,C09AA04,perindopril,Perindopril (Coversyl),Perindopril (Coversyl),Niet iv Circulatie/Diurese,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696682774885,21021365,Perindopril 2 MG Oral Tablet [Coversyl],Drug,MAPS_TO,,Patrick Thoral,1696682773521,
14885-56,1 serving of raw vegetables,165,,,,,1 portie rauwkost,1 portie rauwkost,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.44,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
9113-30,Nitrobate (Nitroglycerin),28,,,,,Nitrobaat (Nitroglycerine),Nitrobaat,Niet iv Circulatie/Diurese,Medicatie,0.61,UNCHECKED,UNREVIEWED,,0,1361711,nitroglycerin,Drug,MAPS_TO,,<auto>,1686702750620,
13013-29,Lamotrigine (Lamictal),903,,,,,Lamotrigine (Lamictal),Lamotrigine (Lamictal),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.59,APPROVED,EQUAL,Patrick Thoral,1711144838262,40058139,lamotrigine Oral Tablet [Lamictal],Drug,MAPS_TO,,<auto>,1686702750686,
14990-56,1 slice of meat,2521,,,,,1 plak vleeswaar,1 plak vleeswaar,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.25,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
14854-56,1/4 portion of potatoes/mashed potatoes,783,,,,,1/4 portie aardappelen/aardappelpuree,1/4 portie aardappelen/aardappelpuree,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.15,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
13014-30,Methyldopa (Aldomet),28,,,,,Methyldopa (Aldomet),Methyldopa (Aldomet),Niet iv Circulatie/Diurese,Medicatie,0.69,UNCHECKED,UNREVIEWED,,0,1305447,methyldopa,Drug,MAPS_TO,,<auto>,1686702751375,
19214-32,Desloratadine (Aerius),10,,,,,Desloratadine (Aerius),Desloratadine (Aerius),Niet iv Overig,Medicatie,0.61,UNCHECKED,UNREVIEWED,,0,44044415,desloratadine Oral Tablet [AERIUS],Drug,MAPS_TO,,<auto>,1686702752013,
14991-56,1/4 slice of meat,41,,,,,1/4 plak vleeswaar,1/4 plak vleeswaar,Voeding Vast voedsel,Voeding-Intake-Brood-Beleg,0.29,APPROVED,UNMATCHED,Patrick Thoral,1696614105763,4112439,Food,Observation,MAPS_TO,,Patrick Thoral,1696614099366,
13016-21,Valganciclovir (Valcyte),73,,,,,Valganciclovir (Valcyte),Valganciclovir (Valcyte),Niet iv Antimicrobiele middelen,Medicatie,0.71,UNCHECKED,UNREVIEWED,,0,40100428,valganciclovir Oral Tablet [Valcyte],Drug,MAPS_TO,,<auto>,1686702752316,
9114-69,Ketoconazole (Nizoral) cream,281,,,,,Ketoconazol (Nizoral) crème,Ketoconazol,Niet iv Zalven/Crèmes/Druppels,Medicatie,0.63,UNCHECKED,UNREVIEWED,,0,40048399,ketoconazole Topical Cream [Nizoral],Drug,MAPS_TO,,<auto>,1686702752850,
14886-56,1/4 portion raw vegetables,42,,,,,1/4 portie rauwkost,1/4 portie rauwkost,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.37,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
20704-118,TETRIS - Study,3,,,,,TETRIS - Studie,TETRIS - Studie,Research,Research-Processen,0.28,APPROVED,UNMATCHED,Patrick Thoral,1696636893096,0,Unmapped,,MAPS_TO,,,0,
15114-42,Fruit juice 200ml,877,,,,,Vruchtensap 200ml,Vruchtensap 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.76,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
14855-56,1/2 portion of potatoes/mashed potatoes,752,,,,,1/2 portie aardappelen/aardappelpuree,1/2 portie aardappelen/aardappelpuree,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.29,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
13017-29,Pramipexole (Sifrole),113,,,,,Pramipexol (Sifrol),Pramipexol (Sifrol),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.76,UNCHECKED,UNREVIEWED,,0,43148972,Pramipexole Oral Tablet [SIFROL],Drug,MAPS_TO,,<auto>,1686702753524,
15115-42,Fruit juice 50ml,133,,,,,Vruchtensap 50ml,Vruchtensap 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.77,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
15116-42,Fruit juice 150ml,463,,,,,Vruchtensap 150ml,Vruchtensap 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.75,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
13018-29,Levetiracetam (Keppra),2069,,,,,Levetiracetam (Keppra),Levetiracetam (Keppra),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.60,APPROVED,EQUAL,Patrick Thoral,1710148946087,40052548,levetiracetam Oral Tablet [Keppra],Drug,MAPS_TO,,<auto>,1686702754923,
15117-42,Fruit juice 250ml,322,,,,,Vruchtensap 250ml,Vruchtensap 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.75,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9115-32,Tamoxifen Citrate (Nolvadex),175,,,,,Tamoxifen citraat (Nolvadex),Tamoxifen citraat,Niet iv Overig,Medicatie,0.61,UNCHECKED,UNREVIEWED,,0,40090961,tamoxifen Oral Tablet [Nolvadex],Drug,MAPS_TO,,<auto>,1686702755541,
20721-42,Nutri drink compact protein 100ml,175,,,,,Nutridrink compact protein 100ml,Nutridrink compact protein 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.33,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
14887-56,1/2 portion raw vegetables,60,,,,,1/2 portie rauwkost,1/2 portie rauwkost,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.39,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
13018-23,Levetiracetam (Keppra),1488,,,,,Levetiracetam (Keppra),Levetiracetam (Keppra),Injecties CZS/Sedatie/Analgetica,Medicatie,0.60,APPROVED,EQUAL,Patrick Thoral,1710149133380,40726358,Levetiracetam 100 MG/ML Injectable Solution [Keppra],Drug,MAPS_TO,,Patrick Thoral,1710149129240,
15118-42,Fruit juice x ml,51,,,,,Vruchtensap x ml,Vruchtensap x ml,Voeding Drinken,Voeding-Intake-Vocht,0.73,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
14856-56,3/4 portion of potatoes/mashed potatoes,285,,,,,3/4 portie aardappelen/aardappelpuree,3/4 portie aardappelen/aardappelpuree,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.15,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
15119-42,Soft drink 100ml,172,,,,,Frisdrank 100ml,Frisdrank 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.33,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
20722-42,Nutri drink compact protein 50ml,62,,,,,Nutridrink compact protein 50ml,Nutridrink compact protein 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.32,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
14888-56,3/4 portion raw vegetables,23,,,,,3/4 portie rauwkost,3/4 portie rauwkost,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.37,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
15120-42,Soft drink 200ml,509,,,,,Frisdrank 200ml,Frisdrank 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.34,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9116-31,Activated charcoal (Norit Carbomix),178,,,,,Geactiveerde kool (Norit Carbomix),Geactiveerde kool (Norit Carbomix),Niet iv Tractus Digestivus,Medicatie,0.67,APPROVED,EQUAL,Patrick Thoral,1696616344935,1831205,activated charcoal 125 MG/ML [Norit Carbomix],Drug,MAPS_TO,,<auto>,1686702758766,
14857-56,1 serving of baked potatoes,95,,,,,1 portie gebakken aardappelen,1 portie gebakken aardappelen,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.21,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
15121-42,Soft drink 50ml,77,,,,,Frisdrank 50ml,Frisdrank 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.45,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9117-21,Norfloxacin (Noroxin),13,,,,,Norfloxacine (Noroxin),Norfloxacine,Niet iv Antimicrobiele middelen,Medicatie,0.67,UNCHECKED,UNREVIEWED,,0,1721543,norfloxacin,Drug,MAPS_TO,,<auto>,1686702760134,
13019-39,StructoKabiven total parenteral nutrition (TPN),3681,,ATC,B05BA10,combinations,TPV StructoKabiven,TPV StructoKabiven,Voeding Parenteraal,INFUUS-TPV,0.26,APPROVED,EQUAL,Patrick Thoral,1686950925867,41452242,1970 ML Acetic Acid 1.72 MG/ML / Alanine 7.1 MG/ML / Arginine 6 MG/ML / Calcium 0.284 MG/ML / Glucose 133 MG/ML / Glycerophosphoric Acid 2.13 MG/ML / Glycine 5.7 MG/ML / Histidine 1.54 MG/ML / ... Injectable Solution [Structokabiven],Drug,MAPS_TO,,Patrick Thoral,1686950910005,
20723-42,Nutridrink Compact Protein 125ml,324,,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",Nutridrink compact protein 125ml,Nutridrink compact protein 125ml,Voeding Drinken,Voeding-Intake-Vocht,0.30,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
14889-56,1 portion of mixed meal,24,,,,,1 portie mixmaaltijd,1 portie mixmaaltijd,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.44,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
15122-42,Soft drink 150ml,260,,,,,Frisdrank 150ml,Frisdrank 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.33,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9118-29,Levomepromazine (Nozinan),64,,,,,Levomepromazine (Nozinan),Levomepromazine,Niet iv CZS/Sedatie/Analgetica,Medicatie,0.65,APPROVED,EQUAL,Patrick Thoral,1710262786692,21106137,Methotrimeprazine 25 MG Oral Tablet [Nozinan],Drug,MAPS_TO,,Patrick Thoral,1710262785573,
14858-56,1/4 portion baked potato,59,,,,,1/4 portie gebakken aardappelen,1/4 portie gebakken aardappelen,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.21,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
13020-29,Venlafaxine (Efexor),350,,,,,Venlafaxine (Efexor),Venlafaxine (Efexor),Niet iv CZS/Sedatie/Analgetica,Medicatie,0.71,UNCHECKED,UNREVIEWED,,0,21022265,venlafaxine Oral Tablet [Efexor],Drug,MAPS_TO,,<auto>,1686702761767,
15123-42,Soft drink 250ml,257,,,,,Frisdrank 250ml,Frisdrank 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.33,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
20724-42,Nutri drink compact protein 250ml,18,,,,,Nutridrink compact protein 250ml,Nutridrink compact protein 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.32,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
9118-23,Levomepromazine (Nozinan),100,,,,,Levomepromazine (Nozinan),Levomepromazine,Injecties CZS/Sedatie/Analgetica,Medicatie,0.65,APPROVED,EQUAL,Patrick Thoral,1710262858331,35754198,Methotrimeprazine 25 MG/ML Injectable Solution [Nozinan],Drug,MAPS_TO,,Patrick Thoral,1710262854399,
14859-56,1/2 portion baked potatoes,81,,,,,1/2 portie gebakken aardappelen,1/2 portie gebakken aardappelen,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.30,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
14890-56,1/4 portion of mixed meal,32,,,,,1/4 portie mixmaaltijd,1/4 portie mixmaaltijd,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.33,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
15124-42,Soft drink x ml,29,,,,,Frisdrank x ml,Frisdrank x ml,Voeding Drinken,Voeding-Intake-Vocht,0.31,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
13026-21,Lopinavir/Ritonavir (capsule) (Kelatra),2,,,,,Lopinavir / Ritonavir (capsule) (Kelatra),Lopinavir / Ritonavir (capsule) (Kelatra),Niet iv Antimicrobiele middelen,Medicatie,0.40,APPROVED,EQUAL,Patrick Thoral,1710263031695,40160004,lopinavir / ritonavir Oral Tablet [Kaletra],Drug,MAPS_TO,,Patrick Thoral,1710263031089,
9119-21,Nystatin labaz,226,,,,,Nystatine labaz,Nystatine,Niet iv Antimicrobiele middelen,Medicatie,0.66,UNCHECKED,UNREVIEWED,,0,922570,nystatin,Drug,MAPS_TO,,<auto>,1686702763853,
8960-42,soup,581,,,,,Soep,Soep,Voeding Drinken,Voeding-Intake-Vocht-Algemeen,0.55,APPROVED,EQUAL,Patrick Thoral,1696613568349,4028000,Soup,Observation,MAPS_TO,,Patrick Thoral,1696613567000,
20725-42,Nutri drink compact protein 200ml,97,,,,,Nutridrink compact protein 200ml,Nutridrink compact protein 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.32,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
15125-42,Good Morning 100ml,93,,,,,Goede Morgen 100ml,Goede Morgen 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.34,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
13029-21,Tenofovir disoproxil (Viread),66,,,,,Tenofovirdisoproxil (Viread),Tenofovirdisoproxil (Viread),Niet iv Antimicrobiele middelen,Medicatie,0.74,UNCHECKED,UNREVIEWED,,0,1710281,tenofovir disoproxil,Drug,MAPS_TO,,<auto>,1686702765086,
14860-56,3/4 portion baked potatoes,17,,,,,3/4 portie gebakken aardappelen,3/4 portie gebakken aardappelen,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.20,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
14891-56,1/2 portion of mixed meal,22,,,,,1/2 portie mixmaaltijd,1/2 portie mixmaaltijd,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.35,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
8961-42,Lemonade 150ml,3525,,,,,Limonade 150ml,Limonade 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.35,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7225-23,morphine,42151,,ATC,N02AA01,morphine,Morfine,Morfine,Injecties CZS/Sedatie/Analgetica,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1686786257019,43734654,1 ML Morphine 10 MG/ML Injectable Solution,Drug,MAPS_TO,,Patrick Thoral,1686786254683,
15126-42,Good Morning 200ml,167,,,,,Goede Morgen 200ml,Goede Morgen 200ml,Voeding Drinken,Voeding-Intake-Vocht,0.37,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
8962-42,Coffee 100ml,1236,,,,,Koffie 100ml,Koffie 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.61,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
20726-42,Nutri drink compact protein x ml,95,,,,,Nutridrink compact protein x ml,Nutridrink compact protein x ml,Voeding Drinken,Voeding-Intake-Vocht,0.31,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7226-30,Nifedipine (Adalat),519,,,,,Nifedipine (Adalat),Nifedipine (Adalat),Niet iv Circulatie/Diurese,Medicatie,0.61,APPROVED,EQUAL,Patrick Thoral,1711150477053,43195621,Nifedipine Oral Tablet [Adalate],Drug,MAPS_TO,,<auto>,1686702767299,
15127-42,Good Morning 50ml,48,,,,,Goede Morgen 50ml,Goede Morgen 50ml,Voeding Drinken,Voeding-Intake-Vocht,0.33,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
14892-56,3/4 portion of mixed meal,9,,,,,3/4 portie mixmaaltijd,3/4 portie mixmaaltijd,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.33,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
14861-56,1 serving of white rice/brown rice,97,,,,,1 portie witte rijst/zilvervliesrijst,1 portie witte rijst/zilvervliesrijst,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.41,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
20727-42,Nutri Drink Juice 100ml,28,,,,,Nutridrink Juice 100ml,Nutridrink Juice 100ml,Voeding Drinken,Voeding-Intake-Vocht,0.43,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7227-65,flucloxacillin,6790,,ATC,J01CF05,flucloxacillin,Flucloxacilline (Stafoxil/Floxapen),Flucloxacilline,2. Spuitpompen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1690414304508,40040317,floxacillin Injectable Solution [Floxapen],Drug,MAPS_TO,,Patrick Thoral,1690414301251,
15128-42,Good Morning 150ml,105,,,,,Goede Morgen 150ml,Goede Morgen 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.41,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
7227-15,flucloxacillin,12070,,ATC,J01CF05,flucloxacillin,Flucloxacilline (Stafoxil/Floxapen),Flucloxacilline,Injecties Antimicrobiele middelen,Medicatie,1.00,APPROVED,EQUAL,Patrick Thoral,1696683496897,40040317,floxacillin Injectable Solution [Floxapen],Drug,MAPS_TO,,Patrick Thoral,1696683492560,
20729-42,Nutridrink Juice 150ml,38,,,,,Nutridrink Juice 150ml,Nutridrink Juice 150ml,Voeding Drinken,Voeding-Intake-Vocht,0.44,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
14893-56,1 portion of noodles,10,,,,,1 portie bami,1 portie bami,Voeding Vast voedsel,Voeding-Intake-Warme-maaltijd,0.28,APPROVED,INEXACT,Patrick Thoral,1696613357336,4037090,Cooked food,Observation,MAPS_TO,,Patrick Thoral,1696613350599,
15129-42,Good Morning 250ml,215,,,,,Goede Morgen 250ml,Goede Morgen 250ml,Voeding Drinken,Voeding-Intake-Vocht,0.40,APPROVED,UNMATCHED,Patrick Thoral,1696613713244,4023517,Drinks,Observation,MAPS_TO,,Patrick Thoral,1696613543094,
