source_concept_id,source_concept,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,category,ordercategory,islabresult,count,count_validated,values,source_concept_en
16655,DMC_Interne Geneeskunde_Infectieziekten,,,,,DMC_Interne Geneeskunde_Infectieziekten,Diagnose,,0,42,42,Endocarditis; Urosepsis; Infectieuze aandoening overig; Diagnose anders,DMC_Internal Medicine_Infectious diseases
16656,DMC_Interne Geneeskunde_Metabool,,,,,DMC_Interne Geneeskunde_Metabool,Diagnose,,0,52,52,Intoxicatie; Tentame suicide/Overdosis; Diabetische keto-acidose; Diagnose anders,DMC_Internal Medicine_Metabolic
16657,DMC_Interne Geneeskunde_Overige,,,,,DMC_Interne Geneeskunde_Overige,Diagnose,,0,19,19,Obstetrie/ HELLP; Diagnose anders,DMC_Internal Medicine_Other
16658,DMC_Interne Geneeskunde_Pulmonaal,,,,,DMC_Interne Geneeskunde_Pulmonaal,Diagnose,,0,126,126,Pneumonie; Hogere luchtwegobstructie; Respiratoire insufficiëntie; Longembolie; Respiratoir neoplasma; Na respiratoir arrest; Asthma of allergie; Chronisch obstructieve longziekte; Aspiratie en vergiftiging; Diagnose anders,DMC_Internal Medicine_Pulmonary
16659,DMC_Interne Geneeskunde_Renaal,,,,,DMC_Interne Geneeskunde_Renaal,Diagnose,,0,11,11,Acute tubulus necrose; Diagnose anders,DMC_Internal Medicine_Renal
16660,DMC_Neurochirurgie _Tumor chirurgie,,,,,DMC_Neurochirurgie _Tumor chirurgie,Diagnose,,0,375,375,TC supra tentorieel; Meningioom supra tentorieel; TC infra tentorieel; Meningioom infra tentorieel; Brughoektumor; Diagnose anders,DMC_Neurosurgery _Tumor surgery
16661,DMC_Neurochirurgie _Vasculair chirurgisch,,,,,DMC_Neurochirurgie _Vasculair chirurgisch,Diagnose,,0,73,73,Aneurysma chir. bij SAB; Aneurysma Coiling bij SAB; A.V.M./A.V.A.; Subduraal haematoom; Epiduraal haematoom; Intracerebraal haematoom; Diagnose anders,DMC_Neurosurgery _Vascular surgical
16662,DMC_Neurochirurgie_Overige,,,,,DMC_Neurochirurgie _Overige,Diagnose,,0,176,176,Cranioplastiek; Overige neurologie/neurochirurgie; Neurochirurgisch Trauma; Diagnose anders,DMC_Neurosurgery_Other
16663,DMC_Neurologie_Overige,,,,,DMC_Neurologie_Overige,Diagnose,,0,37,37,Coma; Observatie neurologische status; Infectieuze aandoeningen CZS; Epileptisch insult; Neuro musculaire ziekten; Overige neurologie; Diagnose anders,DMC_Neurology_Other
16664,DMC_Neurologie_Vasculair neurologisch,,,,,DMC_Neurologie_Vasculair neurologisch,Diagnose,,0,16,16,S.A.B.; Vaatspasme protocol; Intracerebraal haematoom; Diagnose anders,DMC_Neurology_Vascular neurological
16665,DMC_Subgroep_Algemene chirurgie,,,,,DMC_Subgroep_Algemene chirurgie,Diagnose,,0,724,724,Algemeen; Vaatchirurgie; Buikchirurgie; Transplantatie chirurgie; Endocrinologische chirurgie; Traumatologie; Orthopedische chirurgie; Urogenitaal; KNO/Overige,DMC_Subgroup_General surgery
16666,DMC_Subgroep_Interne geneeskunde,,,,,DMC_Subgroep_Interne geneeskunde,Diagnose,,0,357,357,Cardiovasculair; Pulmonaal; Abdominaal; Infectieziekten; Metabool; Renaal; Hematologisch; Overige,DMC_Subgroup_Internal medicine
16667,DMC_Subgroep_Neurochirurgie,,,,,DMC_Subgroep_Neurochirurgie,Diagnose,,0,640,640,Vasculair chirurgisch; Tumor chirurgie; Overige,DMC_Subgroup_Neurosurgery
16668,DMC_Subgroep_Neurologie,,,,,DMC_Subgroep_Neurologie,Diagnose,,0,56,56,Vasculair neurologisch; Overige,DMC_Subgroup_Neurology
16669,DMC_Subgroep_Thoraxchirurgie,,,,,DMC_Subgroep_Thoraxchirurgie,Diagnose,,0,131,131,CABG en Klepchirurgie; Cardio anders; Aorta chirurgie; Pulmonale chirurgie,DMC_Subgroup_Thorax Surgery
16670,DMC_Thoraxchirurgie_Aorta chirurgie,,,,,DMC_Thoraxchirurgie_Aorta chirurgie,Diagnose,,0,14,14,Aorta-ascendens vervanging; Aorta-boog vervanging; Bentall; Thoraco-abdominale aorta vervanging; Endovasculaire stent plaatsing; Dissectie; Diagnose anders,DMC_Thorax Surgery_Aortic Surgery
16671,DMC_Thoraxchirurgie_CABG en Klepchirurgie,,,,,DMC_Thoraxchirurgie_CABG en Klepchirurgie,Diagnose,,0,11,11,CABG; AVR; Gecombineerde hartchirurgie,DMC_Thorax Surgery_CABG and Valve Surgery
16672,DMC_Thoraxchirurgie_Cardio anders,,,,,DMC_Thoraxchirurgie_Cardio anders,Diagnose,,0,3,3,Vrije wand ruptuur; Ontlasting pericardeffusie,DMC_Thorax Surgery_Cardio other
16673,DMC_Thoraxchirurgie_Pulmonale chirurgie,,,,,DMC_Thoraxchirurgie_Pulmonale chirurgie,Diagnose,,0,101,101,Segment/Sleeve resectie; (bi)Lobectomie; Pneumectomie; Pleurectomie; Video Assist Thoracoscopie; Overige thoraxchirurgie; Diagnose anders,DMC_Thorax Surgery_Pulmonary Surgery
16675,DMC_Opname Sepsis,,,,,DMC_Opname Sepsis,Diagnose,,0,2026,2026,Ja; Nee; Onbekend,DMC_Recording Sepsis
16685,GOS (Glasgow Outcome Score),,,,,GOS (Glasgow Outcome Score),SCORE,,0,120,120,1. Death; 2. Persistent vegetative state; 3. Severe Disability; 4. Moderate Disability; 5. Good Recovery,CIS (Glasgow Outcome Score)
16948,SEPSIS_ADEQUAAT_BREEDSPECTRUM,,,,,SEPSIS_ADEQUAAT_BREEDSPECTRUM,Sepsis-screening,,0,745,745,Ja; Nee,SEPSIS_ADEQUATE_BROADSPECTRUM
16949,SEPSIS_CENTRAAL_VENEUS,,,,,SEPSIS_CENTRAAL_VENEUS,Sepsis-screening,,0,519,519,Ja; Nee; N.V.T.,SEPSIS_CENTRAL_VENEUS
16950,SEPSIS_GLUCOCORTICOIDEN,,,,,SEPSIS_GLUCOCORTICOIDEN,Sepsis-screening,,0,471,471,Ja; Nee; N.V.T.,SEPSIS_GLUCOCORTICOIDS
16951,SEPSIS_HYPOTENSIE,,,,,SEPSIS_HYPOTENSIE,Sepsis-screening,,0,475,475,Ja; Nee; N.V.T.,SEPSIS_HYPOTENSION
16952,SEPSIS_INSULINE_THERAPIE,,,,,SEPSIS_INSULINE_THERAPIE,Sepsis-screening,,0,454,454,Ja; Nee; N.V.T.,SEPSIS_INSULIN_THERAPY
16953,SEPSIS_LACTAAT,,,,,SEPSIS_LACTAAT,Sepsis-screening,,0,474,474,Ja; Nee; N.V.T.,SEPSIS_LACTATE
16954,SEPSIS_LOCATIE_DIAGNOSE,,,,,SEPSIS_LOCATIE_DIAGNOSE,Sepsis-screening,,0,712,712,ICU; SEH; Verpleegafdeling,SEPSIS_LOCATION_DIAGNOSIS
16955,SEPSIS_NIEUWE_VERDENKING,,,,,SEPSIS_NIEUWE_VERDENKING,Sepsis-screening,,0,1175,1175,Ja; Nee,SEPSIS_NEW_SUSPECTION
16956,SEPSIS_ORGAAN_DYSFUNCTIE,,,,,SEPSIS_ORGAAN_DYSFUNCTIE,Sepsis-screening,,0,931,931,Ja; Nee,SEPSIS_ORGAN_DYSFUNCTION
16957,SEPSIS_PROTECTIEVE_VENTILATIE,,,,,SEPSIS_PROTECTIEVE_VENTILATIE,Sepsis-screening,,0,466,466,Ja; Nee; N.V.T.,SEPSIS_PROTECTIVE_VENTILATION
16958,SEPSIS_PROTEINE_C,,,,,SEPSIS_PROTEINE_C,Sepsis-screening,,0,143,143,Nee; N.V.T.,SEPSIS_PROTEIN_C
16959,SEPSIS_SIRS,,,,,SEPSIS_SIRS,Sepsis-screening,,0,1032,1032,Ja; Nee,SEPSIS_SIRS
16961,SEPSIS_TWEE_BLOEDKWEKEN,,,,,SEPSIS_TWEE_BLOEDKWEKEN,Sepsis-screening,,0,553,553,Ja; Nee,SEPSIS_TWO_BLOOD CULTURES
16962,SEPSIS_VASOPRESSOREN,,,,,SEPSIS_VASOPRESSOREN,Sepsis-screening,,0,662,662,Ja; Nee; N.V.T.,SEPSIS_VASOPRESSOREN
16993,NICE Herkomst,,,,,NICE Herkomst,NICE-Overig,,0,129446,129446,"Operatiekamer vanaf verpleegafdeling zelfde ziekenhuis; Operatiekamer vanaf Eerste Hulp afdeling zelfde ziekenhuis; Eerste Hulp afdeling zelfde ziekenhuis; Verpleegafdeling zelfde ziekenhuis; CCU/IC zelfde ziekenhuis; Recovery zelfde ziekenhuis (alleen bij niet geplande IC-opname); Special/Medium care zelfde ziekenhuis; Eerste Hulp afdeling ander ziekenhuis; Verpleegafdeling ander ziekenhuis; CCU/IC ander ziekenhuis; Recovery ander ziekenhuis; Special/Medium care ander ziekenhuis; Huis; Anders; Andere locatie zelfde ziekenhuis, transport per ambulance",NICE Origin
16995,NICE Opname type,,,,,NICE Opname type,NICE-Overig,,0,105299,105299,Medisch; Spoed chirurgie; Geplande chirurgie; Overleden voor IC-opname,NICE Recording type
16997,APACHE IV Groepen,,,,,APACHE IV Groepen,APACHE IV Diagnosen,,0,21411,21411,Non-operative cardiovascular; Non-operative Gastro-intestinal; Non-operative genitourinary; Non-operative hematological; Non-operative metabolic; Non-operative musculo-skeletal; Non-operative neurologic; Non-operative respiratory; Non-operative transplant; Non-operative trauma; Post-operative cardiovascular; Post-operative gastro-intestinal; Post-operative genitourinary; Post-operative hematology; Post-operative metabolic; Post-operative musculoskeletal /skin; Post-operative neurologic; Post-operative respiratory; Post-operative transplant; Post-operative trauma,APACHE IV Groups
16998,APACHE IV Non-operative cardiovascular,,,,,APACHE IV Non-operative cardiovascular,APACHE IV Diagnosen,,0,2622,2622,"Anaphylaxis; Aneurysm, dissecting aortic; Aneurysm/pseudoaneurysm, other; Angina, stable (asymp or stable pattern of symptoms w/meds); Angina, unstable (angina interferes w/quality of life or meds are tolerated poorly); Cardiac arrest (with or without respiratory arrest; ; Cardiomyopathy; Cardiovascular medical, other; Chest pain, atypical (noncardiac chest pain); Chest pain, unknown origin; CHF, congestive heart failure; Complications of previous open heart surgery (i.e. bleeding, infection etc.); Contusion, myocardial (include R/O); Effusion, pericardial; Endocarditis; Hematomas; Hemorrhage (for gastrointestinal bleeding -see GI system) (trauma: see Trauma); Hypertension, uncontrolled (for cerebrovascular accident-see Neurological System); Hypovolemia (including dehydration. Do NOT include shock; Infarction, acute myocardial (MI), ANTERIOR; Infarction, acute myocardial (MI), INFEROLATERAL; Infarction, acute myocardial (MI), NON Q Wave; Infarction, acute myocardial (MI), none of the above; MI admitted > 24hrs after onset of ischemia; Monitoring, hemodynamic (pre-operative evaluation); Papillary muscle rupture; Rhythm disturbance (atrial, supraventricular); Rhythm disturbance (conduction defect); Rhythm disturbance (ventricular); Sepsis, cutaneous/soft tissue; Sepsis, GI; Sepsis, gynecologic; Sepsis, other; Sepsis, pulmonary; Sepsis, renal/UTI (including bladder); Sepsis, unknown; Shock, cardiogenic; Tamponade, pericardial; Thrombosis, vascular (deep vein); Thrombus,arterial; Toxicity, drug (i.e., beta blockers, calcium channel blockers, etc); Vascular medical, other",APACHE IV Non-operative cardiovascular
16999,APACHE IV Non-operative Gastro-intestinal,,,,,APACHE IV Non-operative Gastro-intestinal,APACHE IV Diagnosen,,0,533,533,"Alcohol withdrawal; Bleeding, GI from esophageal varices/portal hypertension; Bleeding, GI-location unknown; Bleeding, lower GI; Bleeding, upper GI; Cancer, colon/rectal; Cancer, esophageal; Cancer, other GI; Cancer, stomach; Cholangitis; Encephalopathy, hepatic; GI Abscess/cyst; GI medical, other; GI Obstruction; GI Perforation/rupture; GI Vascular insufficiency; Hemorrhage, intra/retroperitoneal; Hepatic failure, acute; Inflammatory bowel disease; Pancreatitis; Peritonitis; Ulcer disease, peptic",APACHE IV Non-operative Gastrointestinal
17000,APACHE IV Non-operative genitourinary,,,,,APACHE IV Non-operative genitourinary,APACHE IV Diagnosen,,0,197,197,"Genitourinary medical, other; Hemorrhage, postpartum (female); Pre-eclampsia/eclampsia (female); Renal bleeding; Renal failure, acute; Renal infection/abscess; Renal neoplasm, cancer; Renal obstruction",APACHE IV Non-operative genitourinary
17001,APACHEIV  Non-operative haematological,,,,,APACHEIV  Non-operative haematological,APACHE IV Diagnosen,,0,142,142,"Anemia; Coagulopathy; Hematologic medical, other; Leukemia, acute lymphocytic; Leukemia, acute myelocytic; Leukemia, chronic lymphocytic; Leukemia, chronic myelocytic; Leukemia, other; Lymphoma, Hodgkins; Lymphoma, non-Hodgkins; Neutropenia; Pancytopenia; Sickle cell crisis",APACHEIV Non-operative haematological
17002,APACHEIV  Non-operative metabolic,,,,,APACHEIV  Non-operative metabolic,APACHE IV Diagnosen,,0,291,291,"Acid-base electrolyte disturbance; Diabetic hyperglycemic hyperosmolar nonketotic coma (HHNC); Diabetic ketoacidosis; Hyperthermia; Hyperthyroid storm/crisis; Hypoglycemia; Hypothermia; Metabolic/endocrine medical, other",APACHEIV Non-operative metabolic
17003,APACHEIV Non-operative musculo-skeletal,,,,,APACHEIV Non-operative musculo-skeletal,APACHE IV Diagnosen,,0,35,35,"Arthritis, septic; Cellulitis and localized soft tissue infections; Musculoskeletal medical, other",APACHEIV Non-operative musculo-skeletal
17004,APACHEIV Non-operative neurologic,,,,,APACHEIV Non-operative neurologic,APACHE IV Diagnosen,,0,1279,1279,"Abscess, neurologic; Coma/change in level of consciousness (for hepatic see GI, for diabetic see; CVA, cerebrovascular accident/stroke; Drug withdrawal; Encephalitis; Encephalopathies (excluding hepatic); Guillian-Barre syndrome; Hematoma, epidural; Hematoma, subdural; Hemorrhage/hematoma, intracranial; Hydrocephalus, obstructive; Meningitis; Myasthenia gravis; Neoplasm, neurologic; Neurologic medical, other; Neuromuscular medical, other; Nontraumatic coma due to anoxia/ischemia; Overdose, alcohols (bethanol, methanol, ethylene glycol); Overdose, analgesic (aspirin, cetaminophen); Overdose, antidepressants (cyclic, lithium); Overdose, other toxin, poison or drug; Overdose, sedatives, hypnotics, antipsychotics, benzodiazepines; Overdose, street drugs (opiates, cocaine, amphetamine); Poisoning, carbon monoxide, arsenic, cyanide; Seizures (primary-no structural brain disease); Subarachnoid hemorrhage/arteriovenous malformation; Subarachnoid hemorrhage/intracranial aneurysm",APACHEIV Non-operative neurologic
17005,APACHEIV Non-operative respiratory,,,,,APACHEIV Non-operative respiratory,APACHE IV Diagnosen,,0,1971,1971,"Apnea, sleep; ARDS-adult respiratory distress syndrome, non-cardiogenic pulmonary edema; Arrest, respiratory (without cardiac arrest); Asthma; Atelectasis; Cancer, laryngeal; Cancer, lung; Cancer, oral; Effusions, pleural; Embolus, pulmonary; Emphysema/bronchitis; Hemorrhage/hemoptysis, pulmonary; Hemothorax; Hypertension-pulmonary, primary/idiopathic; Near drowning accident; Obstruction-airway (acute epiglottitis, post-extubation edema, foreign body, etc.); Pneumonia, aspiration; Pneumonia, bacterial; Pneumonia, fungal; Pneumonia, other; Pneumonia, parasitic (i.e. Pneumocystis pneumonia); Pneumonia, viral; Pneumothorax; Respiratory- medical, other; Restrictive lung disease (i.e. sarcoidosis, pulmonary fibrosis); Smoke inhalation; Weaning from mechanical ventilation (transfer from other unit or hospital only)",APACHEIV Non-operative respiratory
17006,APACHEIV Non-operative transplant,,,,,APACHEIV Non-operative transplant,APACHE IV Diagnosen,,0,7,7,"Bone marrow transplant, non operative admission; Kidney transplant, non operative admission",APACHEIV Non-operative transplant
17007,APACHEIV Non-operative trauma,,,,,APACHEIV Non-operative trauma,APACHE IV Diagnosen,,0,778,778,"Abdomen only trauma; Abdomen/extremity trauma; Abdomen/face trauma; Abdomen/multiple trauma; Abdomen/pelvis trauma; Abdomen/spinal trauma; Chest/abdomen trauma; Chest/extremity trauma; Chest/face trauma; Chest/multiple trauma; Chest/pelvis trauma; Chest/spinal trauma; Chest/thorax only trauma; Extremity only trauma; Extremity/face trauma; Extremity/multiple trauma; Face only trauma; Face/multiple trauma; Head (CNS) only trauma; Head/abdomen trauma; Head/chest trauma; Head/extremity trauma; Head/face trauma; Head/multiple trauma; Head/pelvis trauma; Head/spinal trauma; Pelvis/extremity trauma; Pelvis/face trauma; Pelvis/hip only trauma; Pelvis/multiple trauma; Spinal cord only trauma; Spinal/extremity trauma; Spinal/face trauma; Spinal/multiple trauma; Trauma medical, other",APACHEIV Non-operative trauma
17008,APACHEIV Post-operative cardiovascular,,,,,APACHEIV Post-operative cardiovascular,APACHE IV Diagnosen,,0,6841,6841,"Aneurysm repair, ventricular; Aneurysm, abdominal aortic; Aneurysm, abdominal aortic; with dissection; Aneurysm, abdominal aortic; with rupture; Aneurysm, thoracic aortic; Aneurysm, thoracic aortic; with dissection; Aneurysm, thoracic aortic; with rupture; Aneurysms, repair of other (except ventricular); Aortic and Mitral valve replacement; Aortic valve replacement (isolated); Atrial Septal Defect (ASD) Repair; CABG alone, coronary artery bypass grafting; CABG alone, redo; CABG redo with other operation; CABG redo with valve repair/replacement; CABG with aortic valve replacement; CABG with double valve repair/replacement; CABG with mitral valve repair; CABG with mitral valve replacement; CABG with other operation; CABG with pulmonic or tricuspid valve repair or replacement ONLY. For mitral; Cardiac arrest (with or without respiratory arrest; for respiratory arrest see; Cardiovascular surgery, other; Complications of prev. peripheral vasc. surgery, (i.e.ligation of bleeder, exploration; Complications of previous open-heart surgery, surgery for (i.e. bleeding, infection,; Congenital Defect Repair (Other); Dilatation (with general anesthesia); Embolectomy (with general anesthesia); Embolectomy (without general anesthesia); Endarterectomy (other vessels); Endarterectomy, carotid; Graft for dialysis, insertion of; Graft, aorto-femoral bypass; Graft, aorto-iliac bypass; Graft, femoral-femoral bypass; Graft, femoral-popliteal bypass; Grafts, all other bypass (except renal); Grafts, removal of infected vascular; Mitral valve repair; Mitral valve replacement; Pericardial effusion/tamponade; Pericardiectomy (total/subtotal); Sepsis, cutaneous/soft tissue; Sepsis, GI; Sepsis, other; Sepsis, renal/UTI (including bladder); Thrombectomy (with general anesthesia); Tricuspid valve surgery; Tumor removal, intracardiac; Vascular surgery, other; Ventricular Septal Defect (VSD) Repair",APACHEIV Post-operative cardiovascular
17009,APACHEIV Post-operative gastro-intestinal,,,,,APACHEIV Post-operative gastro-intestinal,APACHE IV Diagnosen,,0,1289,1289,"Appendectomy; Bleeding-lower GI, surgery for; Bleeding-other GI, surgery for; Bleeding-upper GI, surgery for; Bleeding-variceal, surgery for (excluding vascular shuntingsee surgery for; Cancer-colon/rectal, surgery for (including abdominoperineal resections); Cancer-esophageal, surgery for (abdominal approach); Cancer-other GI tract, surgery for (i.e. hepatoma, gallbladder etc.); Cancer-small intestinal, surgery for; Cancer-stomach, surgery for; Cholecystectomy/cholangitis, surgery for (gallbladder removal); Complications of previous GI surgery; surgery for (anastomotic leak, bleeding,; Diverticular disease, surgery for; Esophageal surgery, other; Fistula/abscess, surgery for (not inflammatory bowel disease); Gastrostomy; GI Abscess/cyst-primary, surgery for (for complications of GI surgery see below); GI Obstruction, surgery for (including lysis of adhesions); GI Perforation/rupture, surgery for; GI surgery, other; GI Vascular ischemia, surgery for (resection); Hernia-hiatal, esophageal surgery for; Herniorrhaphy; Inflammatory bowel disease, surgery for; Pancreatitis, surgery for; Peritoneal lavage; Peritonitis, surgery for; Splenectomy; Whipple-surgery for pancreatic cancer",APACHEIV Postoperative Gastrointestinal
17010,APACHEIV Post-operative genitourinary,,,,,APACHEIV Post-operative genitourinary,APACHE IV Diagnosen,,0,237,237,"Bladder repair for perforation/rupture; Cesarean section; Cystectomy (other reasons); Cystectomy for neoplasm; Ectopic pregnancy (all); Exenteration, pelvic-female; Exenteration, pelvic-male; Genitourinary surgery, other; Hysterectomy for cancer with or without lymph node dissection; Hysterectomy for other benign neoplasm/fibroids; Lymph node dissection, pelvic or retroperitoneal(male); Mastectomy (all); Nephrectomy (other reasons); Nephrectomy for neoplasm; Obstruction due to neoplasm ,surgery for; (with or without ilealconduit); Obstruction/other, surgery for (with or without ileal-conduit); Orchiectomy with/without pelvic lymph node dissection; Prostatectomy, suprapubic; for benign prostatic hypertrophy; Prostatectomy, suprapubic; for cancer",APACHEIV Post-operative genitourinary
17011,APACHEIV Post-operative hematology,,,,,APACHEIV Post-operative hematology,APACHE IV Diagnosen,,0,1,1,"Hematologic surgery, other",APACHEIV Post-operative hematology
17012,APACHEIV Post-operative metabolic,,,,,APACHEIV Post-operative metabolic,APACHE IV Diagnosen,,0,49,49,"Adrenalectomy; Metabolic/endocrine surgery, other; Thyroidectomy",APACHEIV Post-operative metabolic
17013,APACHEIV Post-operative musculoskeletal /skin,,,,,APACHEIV Post-operative musculoskeletal /skin,APACHE IV Diagnosen,,0,223,223,"Amputation (non-traumatic); Cellulitis and localized soft tissue infections, surgery for; Cosmetic surgery (all); Fracture-pathological, non-union, non-traumatic, for fractures due to trauma see; Grafting, skin (all); Hip replacement, total (non-traumatic); Knee replacement, total (non-traumatic); Orthopedic surgery, other; Skin surgery, other",APACHEIV Post-operative musculoskeletal/skin
